Reaction ID;Note;Reference;DOI
EAR120x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR120y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR121x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR121y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR130x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR130y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR140x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR140y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR141x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR141y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR150x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR150y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR160x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR160y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR161x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR161y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR170x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR170y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR180x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR180y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR181x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR181y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR40x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR40y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR50x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR50y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR60x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR60y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR70x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR70y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR80x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR80y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR90x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR90y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai110x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai110y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai130x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai130y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai150x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai150y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai170x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai170y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai70x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai70y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai90x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARai90y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi100x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi100y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi110x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi110y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi120x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi120y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi130x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi130y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi140x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi140y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi150x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi150y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi160x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi160y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi170x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi170y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi180x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi180y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi60x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi60y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi70x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi70y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi80x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi80y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi90x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EARi90y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
ECOAH1;;;
ECOAH12;;;
ECOAH2;;;
ECOAH3;;;
ECOAH4;;;
ECOAH5;;;
ECOAH6;;;
ECOAH7;;;
ECOAH8;;;
ECOAH9ir;;;
ECTH;;;
ECTS;;;
EDA;;;
EGMEACPR;;;
EHGLAT;;;
EIZOO;;;
EMCCCM;;;
EME;;;
EN6LNOR;;;
ENO;;;
EPIZSYN;;;
EPMEACPR;;;
EPMGH;;;
ERTHMMOR;;;
ETHAAL;Required for growth using ethanolamine as a carbon source;;
FACOAE100;;;
FACOAE120;;;
FACOAE140;;;
FACOAE141;;;
FACOAE160;;;
FACOAE161;;;
FACOAE180;;;
FACOAE181;;;
FACOAE60;;;
FACOAE80;;;
FACOAL100;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL120;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL140;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL141;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL160;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL161;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL180;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL181;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL60;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FACOAL80;;Banchio C, Gramajo H.#2002#A stationary-phase acyl-coenzyme A synthetase of Streptomyces coelicolor A3(2) is necessary for the normal onset of antibiotic production.#Appl Environ Microbiol.#68#4240-4246#;10.1128/AEM.68.9.4240-4246.2002
FADRx2;;;
FALDH2;;;
FALDH3;;;
FALGTHLs;;;
FANH;;Zummo FP, Marineo S, Pace A, Civiletti F, Giardina A, Puglia AM.#2012#Tryptophan catabolism via kynurenine production in Streptomyces coelicolor: identification of three genes coding for the enzymes of tryptophan to anthranilate pathway.#Appl Microbiol Biotechnol.#94#719-728#;10.1007/s00253-011-3833-y
FARNDPPS;;;
FBA;;;
FBA2;;;
FBA3;;;
FBA4;;;
FBA_1;;;
FBP;;;
FCLPA;;;
FCLT;;;
FDH;;;
FE3Ri;To reduce intracellular Fe(III);;
FENTON;;;
FEOXAMBR1;Iron uptake using desferrioxamine B system;;
FEOXAMBR2;Iron uptake using desferrioxamine B system;;
FEOXAMBR3;Iron uptake using desferrioxamine B system;;
FEOXAMBexs;Iron uptake using desferrioxamine B system, spontaneous reaction;;
FEOXAMER1;Iron uptake using desferrioxamine E system;;
FEOXAMER2;Iron uptake using desferrioxamine E system;;
FEOXAMER3;Iron uptake using desferrioxamine E system;;
FEOXAMEexs;Iron uptake using desferrioxamine E system, spontaneous reaction;;
FERO;;;
FEROXCYC;;;
FEROXG1S;;;
FESD1s;Spontaneous reaction;;
FESD2s;Spontaneous reaction;;
FESR;To impose oxdative stress condition, paired with iron-sulfur cluster damage rxns;;
FGLU;Required for growth using L-histidine as a carbon source;;
FHL;;;
FKYNH;;Zummo FP, Marineo S, Pace A, Civiletti F, Giardina A, Puglia AM.#2012#Tryptophan catabolism via kynurenine production in Streptomyces coelicolor: identification of three genes coding for the enzymes of tryptophan to anthranilate pathway.#Appl Microbiol Biotechnol.#94#719-728#;10.1007/s00253-011-3833-y
FLAVMO;;;
FLVR;;;
FMETTRS;;;
FMNAT;;;
FMNRx;;;
FMNRx2;;;
FNOR;;;
FORAMD;Required for growth using L-histidine as a carbon source;;
FORCT;;;
FORGLUIH;;;
FORHOPS;;;
FRD3;;;
FRD8;;;
FRNDIT;;;
FRTT;;;
FRU6PE4P;;;
FRUISOs;;;
FRUK;;;
FTHFCL_1;;;
FTHFD;;;
FUM;;;
FUMAC;;;
FUMAH;;;
FUTH;;"Mahanta, Nilkamal, et al. ""Menaquinone biosynthesis: formation of aminofutalosine requires a unique radical SAM enzyme."" Journal of the American Chemical Society 135.41 (2013).";10.1021/ja408594p
G1Dx;;;
G1PACT;;;
G1PCTYT;;;
G1PTT;;;
G1SAT;;;
G3PCT;Required for growth (teichoic acid biosynthesis);;
G3PD;;;
G3PD2;;;
G3PD5;;;
G3PD6;;;
G3PD7;;;
G5SADs;Spontaneous reaction;;
G5SAT;;;
G5SD;;;
G6PBDH;;;
G6PDA;;?wi?tek MA, Tenconi E, Rigali S, van Wezel GP.#2012#Functional analysis of the N-acetylglucosamine metabolic genes of Streptomyces coelicolor and role in control of development and antibiotic production.#J Bacteriol.#194#1136-1144#;10.1128/JB.06370-11
G6PDH1b;;;
G6PDH2r;;;
G6PI;;;
GABTA;;;
GADECARB;;;
GAL6PI;;;
GALACDH;;;
GALCTD;;;
GALCTND;;;
GALIGH;;;
GALKr;;;
GALM1;;;
GALM2;;;
GALOO;;;
GALS3;;;
GALT;;;
GALURDH;;;
GALUi;;;
GAPD;;;
GARFT;;;
GCALDD;;;
GCCc;;;
GCGBGE;;;
GCGUAIDH;;;
GCL;;;
GDCARBM;;;
GDP64HRD;;;
GDPDPK;;Ryu YG, Kim ES, Kim DW, Kim SK, Lee KJ.#2007#Differential stringent responses of Streptomyces coelicolor M600 to starvation of specific nutrients.#J Microbiol Biotechnol.#17#305-312#;PMID: 18051762
GDPMANDH;;;
GDPMNP;;;
GDPTPDP;;Ryu YG, Kim ES, Kim DW, Kim SK, Lee KJ.#2007#Differential stringent responses of Streptomyces coelicolor M600 to starvation of specific nutrients.#J Microbiol Biotechnol.#17#305-312#;PMID: 18051762
GEOSMS;;;
GERDH;;;
GERDPM;;;
GERISOs;;;
GERMA;;Chemler JA, Buchholz TJ, Geders TW, Akey DL, Rath CM, Chlipala GE, Smith JL, Sherman DH.#2012#Biochemical and structural characterization of germicidin synthase: analysis of a type III polyketide synthase that employs acyl-ACP as a starter unit donor.#J Am Chem Soc.#134#7359-7366#;10.1021/ja2112228
GERMB;;Chemler JA, Buchholz TJ, Geders TW, Akey DL, Rath CM, Chlipala GE, Smith JL, Sherman DH.#2012#Biochemical and structural characterization of germicidin synthase: analysis of a type III polyketide synthase that employs acyl-ACP as a starter unit donor.#J Am Chem Soc.#134#7359-7366#;10.1021/ja2112228
GERMC;;Chemler JA, Buchholz TJ, Geders TW, Akey DL, Rath CM, Chlipala GE, Smith JL, Sherman DH.#2012#Biochemical and structural characterization of germicidin synthase: analysis of a type III polyketide synthase that employs acyl-ACP as a starter unit donor.#J Am Chem Soc.#134#7359-7366#;10.1021/ja2112228
GERMD;;Chemler JA, Buchholz TJ, Geders TW, Akey DL, Rath CM, Chlipala GE, Smith JL, Sherman DH.#2012#Biochemical and structural characterization of germicidin synthase: analysis of a type III polyketide synthase that employs acyl-ACP as a starter unit donor.#J Am Chem Soc.#134#7359-7366#;10.1021/ja2112228
GF4GL_0;;;
GF4GL_1;;;
GF6PTA;;;
GGGABADH;;;
GGHCSH;;;
GGLACOX;;;
GGLGH;;;
GGLUPUT;;;
GGTT;;;
GHBDHy;;;
GHMT2r;;;
GK1i;;;
GK2i;;;
GLBRAN2;;Bruton CJ, Plaskitt KA, Chater KF.#1995#Tissue-specific glycogen branching isoenzymes in a multicellular prokaryote, Streptomyces coelicolor A3(2).#Mol Microbiol.#18#89-99#;10.1111/j.1365-2958.1995.mmi_18010089.x
GLC15LACH;;;
GLCATr;;;
GLCOAS;Required for growth using L-lysine as a carbon source;;
GLCP;;;
GLCP2;;;
GLCRAL;Required for growth using glucarate as a carbon source;;
GLCRD;;;
GLCRD2;;;
GLCS1;;;
GLDBRAN2;;;
GLGC;;Martin MC, Schneider D, Bruton CJ, Chater KF, Hardisson C.#1997#A glgC gene essential only for the first of two spatially distinct phases of glycogen synthesis in Streptomyces coelicolor A3(2).#J Bacteriol.#179#7784-7789#;10.1128/jb.179.24.7784-7789.1997
GLNLASE;;;
GLNS;;Rexer HU, Schäberle T, Wohlleben W, Engels A.#2006#Investigation of the functional properties and regulation of three glutamine synthetase-like genes in Streptomyces coelicolor A3(2).#Arch Microbiol.#186#447-458#;10.1007/s00203-006-0159-8
GLNTRS;tRNA system;;
GLU5K;;;
GLUAAT;;;
GLUCORDH;;;
GLUDC;;;
GLUDxi;;;
GLUDyi;;;
GLUKB;;;
GLULACIs;;;
GLUN;;;
GLUPRT;;;
GLUR;;;
GLUSAD;;;
GLUSx;;;
GLUSy;;;
GLUTCOADHc;;;
GLUTPAT;;;
GLUTRR;;;
GLUTRS;;;
GLXCL;;;
GLYALDDr;;;
GLYAT;;;
GLYCDx;;;
GLYCK;;;
GLYCK2;;;
GLYCL;;;
GLYCTD;;;
GLYCTO1;;;
GLYCTO2;;;
GLYCTO3;;;
GLYCTO4;;;
GLYDHD;;;
GLYK;;;
GLYO1;;;
GLYOX;;;
GLYTRS;;;
GMAND;;;
GMGGDCAP;;;
GMHEPAT;;;
GMPS;;;
GMPS2;;;
GND;Unknown cofactor specificity;;
GND2;Unknown cofactor specificity;;
GNK;;;
GNNUC;;;
GPDDA1;;;
GPDDA1e;;;
GPDDA2;;;
GPDDA2e;;;
GPDDA3;;;
GPDDA3e;;;
GPDDA4;;;
GPDDA4e;;;
GPDDA5;;;
GPDDA5e;;;
GRMCRDS;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
GRMCROS;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
GRTT;;;
GSMNSYN;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
GTHPi;;;
GTHRDH;;;
GTPCI;;;
GTPCII2;;Spoonamore JE, Dahlgran AL, Jacobsen NE, Bandarian V.#2006#Evolution of new function in the GTP cyclohydrolase II proteins of Streptomyces coelicolor.#Biochemistry.#45#12144-12155#;10.1021/bi061005x
GTPCIII2;;Spoonamore JE, Dahlgran AL, Jacobsen NE, Bandarian V.#2006#Evolution of new function in the GTP cyclohydrolase II proteins of Streptomyces coelicolor.#Biochemistry.#45#12144-12155#;10.1021/bi061005x
GTPDPDP;;;
GTPDPK;;Ryu YG, Kim ES, Kim DW, Kim SK, Lee KJ.#2007#Differential stringent responses of Streptomyces coelicolor M600 to starvation of specific nutrients.#J Microbiol Biotechnol.#17#305-312#;PMID: 18051762
GTPHs;Spontaneous reaction;;
GUACYC;;Süsstrunk U, Pidoux J, Taubert S, Ullmann A, Thompson CJ.#1998#Pleiotropic effects of cAMP on germination, antibiotic biosynthesis and morphological development in Streptomyces coelicolor.#Mol Microbiol.#30#33-46#;10.1046/j.1365-2958.1998.01033.x
GUAPRT;;;
GUDBUTNAH;;;
GUL14LACDH;;;
GUL5DH;;;
H2SO;Spontaneous reaction;;
HACD1;;;
HACD2;;;
HACD3;;;
HACD4;;;
HACD5;;;
HACD6;;;
HACD7;;;
HACD8;;;
HACD9;;;
