rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65	Z_M145_29h_vs_M145_45h	Z_M145_29h_vs_M1152_41h	Z_M1152_41h_vs_M1152_57h	Z_M145_45h_vs_M1152_57h
QULNS	2.314944e-04	2.004640e-04	1.567475e-04	2.352857e-05	2.434835e-05	2.506543e-05	1.062928e-05	1.107915e-05	1.183622e-05	2.063821e-04	1.550942e-04	1.279219e-04	1.152352e-04	2.263184e-05	2.552844e-05	2.953028e-05	2.985433e-05	2.481928e-07	4.228285e-07	4.866072e-07	1.061961e-07	1.016719e-07	1.109945e-07	4.427341e-08	4.606645e-08	5.118056e-08	3.287718e-07	5.032288e-07	5.742380e-07	4.041008e-07	1.025140e-07	1.208064e-07	1.294091e-07	1.330509e-07	100	100	100	-100
RAFGH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFK	3.434675e-06	2.974277e-06	2.325657e-06	3.490925e-07	3.612556e-07	3.718950e-07	1.577063e-07	1.643809e-07	1.756136e-07	3.062084e-06	2.301127e-06	1.897973e-06	1.709740e-06	3.357878e-07	3.787646e-07	4.381397e-07	4.429476e-07	3.682427e-09	6.273492e-09	7.219773e-09	1.575628e-09	1.508503e-09	1.646821e-09	6.568830e-10	6.834863e-10	7.593642e-10	4.877975e-09	7.466387e-09	8.519949e-09	5.995629e-09	1.520996e-09	1.792401e-09	1.920038e-09	1.974072e-09	100	100	100	-100
RBFSa	2.220563e-04	1.922910e-04	1.503569e-04	2.256930e-05	2.335566e-05	2.404351e-05	1.019592e-05	1.062745e-05	1.135365e-05	1.979678e-04	1.487709e-04	1.227065e-04	1.105370e-04	2.170913e-05	2.448764e-05	2.832631e-05	2.863715e-05	2.380739e-07	4.055896e-07	4.667680e-07	1.018664e-07	9.752673e-08	1.064692e-07	4.246836e-08	4.418830e-08	4.909391e-08	3.153676e-07	4.827119e-07	5.508261e-07	3.876254e-07	9.833443e-08	1.158811e-07	1.241330e-07	1.276264e-07	100	100	100	-100
RBFSb	1.110282e-04	9.614548e-05	7.517843e-05	1.128465e-05	1.167783e-05	1.202175e-05	5.097960e-06	5.313723e-06	5.676827e-06	9.898391e-05	7.438546e-05	6.135324e-05	5.526848e-05	1.085457e-05	1.224382e-05	1.416316e-05	1.431858e-05	1.190369e-07	2.027948e-07	2.333840e-07	5.093321e-08	4.876337e-08	5.323459e-08	2.123418e-08	2.209415e-08	2.454695e-08	1.576838e-07	2.413560e-07	2.754130e-07	1.938127e-07	4.916721e-08	5.794056e-08	6.206652e-08	6.381320e-08	100	100	100	-100
RBK	6.463607e-06	2.142929e-05	4.738877e-06	2.798140e-05	1.159601e-05	2.300155e-05	1.473584e-05	2.005240e-05	2.080507e-05	8.517713e-06	2.078796e-05	1.085385e-05	1.468178e-05	3.190860e-05	1.702913e-05	1.343816e-05	2.388826e-05	2.632221e-04	6.764146e-04	3.350892e-04	7.625179e-04	4.789862e-04	7.255592e-04	5.206797e-04	6.329633e-04	6.589402e-04	3.545766e-04	7.327248e-04	5.406883e-04	5.244142e-04	8.767925e-04	5.433773e-04	5.473085e-04	6.951189e-04	-100	100	100	100
REDS1	7.878627e-06	1.456577e-05	8.862710e-06	1.111650e-04	1.101186e-04	1.100039e-04	1.168249e-04	1.219778e-04	1.321050e-04	0	0	0	0	0	0	0	0	1.032789e-04	1.907264e-04	1.564436e-04	2.042784e-04	1.629293e-04	1.457318e-04	1.100805e-04	1.162044e-04	1.362480e-04	0	0	0	0	0	0	0	0	-100	100	0	100
REDS10	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS11	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS13x	1.192611e-06	2.409914e-06	1.327845e-06	1.031188e-05	1.009107e-05	9.829368e-06	9.773215e-06	1.033289e-05	1.165790e-05	0	0	0	0	0	0	0	0	1.796812e-05	3.470504e-05	2.707620e-05	3.511852e-05	2.899737e-05	2.483358e-05	2.050671e-05	2.267296e-05	2.874494e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS13y	3.831141e-07	5.032399e-07	4.446965e-07	1.192112e-05	1.193265e-05	1.217141e-05	1.359176e-05	1.406267e-05	1.476310e-05	0	0	0	0	0	0	0	0	1.023336e-05	1.590748e-05	1.571768e-05	2.611099e-05	2.149105e-05	2.172847e-05	1.816334e-05	1.779746e-05	1.614162e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS14	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS15	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS17x	1.246238e-06	2.107979e-06	1.216671e-06	1.018011e-05	1.054023e-05	1.031242e-05	1.045008e-05	1.117945e-05	1.228194e-05	0	0	0	0	0	0	0	0	1.836040e-05	3.246279e-05	2.591510e-05	3.335933e-05	2.827634e-05	2.387339e-05	2.053328e-05	2.322503e-05	2.616474e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS17y	3.294875e-07	8.051750e-07	5.558707e-07	1.205289e-05	1.148349e-05	1.168836e-05	1.291489e-05	1.321610e-05	1.413907e-05	0	0	0	0	0	0	0	0	9.506729e-06	2.011528e-05	1.757114e-05	2.831590e-05	2.245913e-05	2.281865e-05	1.825021e-05	1.721318e-05	2.013273e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS18	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS19	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS2	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS21x	8.083504e-07	2.211426e-06	1.327845e-06	1.084914e-05	1.126637e-05	1.065848e-05	1.157856e-05	1.212814e-05	1.340227e-05	0	0	0	0	0	0	0	0	1.476918e-05	3.326897e-05	2.707619e-05	2.950043e-05	2.824833e-05	2.071908e-05	1.999043e-05	1.983229e-05	2.558739e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS21y	7.673750e-07	7.017280e-07	4.446966e-07	1.138386e-05	1.075735e-05	1.134229e-05	1.178642e-05	1.226741e-05	1.301874e-05	0	0	0	0	0	0	0	0	1.448355e-05	1.874411e-05	1.571768e-05	3.234147e-05	2.250136e-05	2.573057e-05	1.892314e-05	2.108176e-05	2.090113e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS28	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS3	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS30	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS31	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS32	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS33	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS35	1.575753e-06	2.913213e-06	1.772575e-06	2.223331e-05	2.202411e-05	2.200117e-05	2.336538e-05	2.439605e-05	2.642146e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085566e-05	3.258583e-05	2.914634e-05	2.201607e-05	2.324085e-05	2.724957e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS5x	1.192875e-06	2.409914e-06	1.550194e-06	1.059855e-05	1.050766e-05	1.038468e-05	1.033656e-05	1.066933e-05	1.213077e-05	0	0	0	0	0	0	0	0	1.797203e-05	3.470504e-05	2.925922e-05	3.511116e-05	2.899999e-05	2.575843e-05	2.053040e-05	2.043550e-05	2.670184e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS5y	3.828500e-07	5.032399e-07	2.223483e-07	1.163445e-05	1.151606e-05	1.161609e-05	1.302842e-05	1.372622e-05	1.429024e-05	0	0	0	0	0	0	0	0	1.022646e-05	1.590748e-05	1.111630e-05	2.613539e-05	2.151513e-05	2.067175e-05	1.823741e-05	2.038349e-05	1.939909e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS6	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS7	1.575725e-06	2.913154e-06	1.772542e-06	2.223300e-05	2.202372e-05	2.200078e-05	2.336497e-05	2.439555e-05	2.642100e-05	0	0	0	0	0	0	0	0	2.065577e-05	3.814527e-05	3.128873e-05	4.085568e-05	3.258586e-05	2.914637e-05	2.201610e-05	2.324089e-05	2.724960e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS9x	1.301162e-06	2.510562e-06	1.553295e-06	1.112795e-05	1.052851e-05	1.093778e-05	1.086983e-05	1.167602e-05	1.251561e-05	0	0	0	0	0	0	0	0	1.876302e-05	3.542040e-05	2.931710e-05	3.677035e-05	2.827666e-05	2.750402e-05	2.303796e-05	2.570378e-05	2.669975e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REDS9y	2.745635e-07	4.025920e-07	2.192471e-07	1.110505e-05	1.149521e-05	1.106299e-05	1.249515e-05	1.271953e-05	1.390539e-05	0	0	0	0	0	0	0	0	8.678986e-06	1.422950e-05	1.096235e-05	2.375563e-05	2.245823e-05	1.830566e-05	1.502184e-05	1.328688e-05	1.943715e-05	0	0	0	0	0	0	0	0	-100	100	0	100
REPHACCOAI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNDR1	1.904978e-06	1.408979e-06	8.724057e-07	3.280813e-07	3.565069e-07	2.931782e-07	7.491079e-08	9.430911e-08	1.326133e-07	1.499785e-06	1.200756e-06	7.434651e-07	8.373956e-07	2.867024e-07	3.978560e-07	3.596813e-07	3.276908e-07	2.302491e-05	1.844908e-05	1.283465e-05	3.055649e-06	3.235349e-06	2.978285e-06	9.809081e-07	1.123419e-06	1.376419e-06	1.930599e-05	1.496295e-05	1.070647e-05	1.077950e-05	2.797107e-06	3.494523e-06	3.579316e-06	3.439102e-06	100	100	100	-100
RNDR2	2.686516e-06	4.005975e-06	3.818819e-06	2.309779e-06	3.557455e-06	4.361405e-06	3.190704e-06	2.552248e-06	2.371303e-06	2.588151e-06	2.194952e-06	2.319814e-06	3.271219e-06	1.041989e-06	3.568113e-06	2.577728e-06	2.587723e-06	4.103796e-05	7.846671e-05	7.780820e-05	6.305587e-05	7.799100e-05	9.173875e-05	7.719261e-05	7.053313e-05	6.976333e-05	4.987495e-05	5.441046e-05	6.508810e-05	7.723623e-05	4.611263e-05	8.454399e-05	7.452194e-05	7.589420e-05	-100	100	-100	100
RNDR3	6.844757e-06	4.662366e-06	3.553702e-06	9.430613e-07	1.111768e-06	8.570880e-07	2.954389e-07	4.074077e-07	5.781583e-07	5.194804e-06	3.611049e-06	2.420870e-06	2.839746e-06	3.420138e-07	7.897785e-07	7.257928e-07	5.834644e-07	8.407743e-05	6.473354e-05	5.027289e-05	9.716715e-06	1.041907e-05	9.080612e-06	3.541429e-06	4.077330e-06	5.304382e-06	6.980541e-05	4.823720e-05	3.610592e-05	3.818830e-05	5.334658e-06	9.457327e-06	9.010496e-06	8.510257e-06	100	100	100	100
RNDR4	5.236252e-06	3.785206e-06	2.365946e-06	7.463354e-07	8.937984e-07	7.142400e-07	2.961128e-07	3.295086e-07	4.126272e-07	4.803779e-06	3.615687e-06	1.857580e-06	2.028987e-06	5.434347e-07	5.799152e-07	5.934390e-07	4.320627e-07	6.149346e-05	4.872530e-05	3.407121e-05	7.427059e-06	8.251668e-06	7.495919e-06	3.143124e-06	3.383113e-06	3.913137e-06	5.564162e-05	4.188078e-05	2.732934e-05	2.704050e-05	6.210795e-06	6.810677e-06	7.394998e-06	6.356531e-06	100	100	100	100
RNDR5	2.780773e-04	2.410433e-04	1.887068e-04	2.812868e-05	2.909175e-05	3.002235e-05	1.278073e-05	1.330543e-05	1.418277e-05	2.481102e-04	1.863788e-04	1.539724e-04	1.385344e-04	2.708550e-05	3.047766e-05	3.535588e-05	3.577979e-05	2.301342e-05	1.841951e-05	1.284297e-05	3.023273e-06	3.208520e-06	2.958912e-06	9.777009e-07	1.118563e-06	1.368102e-06	1.928237e-05	1.497202e-05	1.071662e-05	1.077515e-05	2.779502e-06	3.473607e-06	3.556934e-06	3.413587e-06	100	100	100	-100
RNDR6	2.784783e-04	2.414836e-04	1.887447e-04	3.126878e-05	2.909269e-05	3.163341e-05	1.421495e-05	1.657807e-05	1.636904e-05	2.493536e-04	1.873634e-04	1.553809e-04	1.402615e-04	2.924305e-05	3.303169e-05	3.732710e-05	3.740728e-05	2.843084e-05	2.991533e-05	3.071848e-05	7.895450e-05	3.208699e-06	5.787810e-05	5.251170e-05	8.045844e-05	6.920166e-05	4.004607e-05	4.212864e-05	5.328381e-05	5.991346e-05	6.378961e-05	6.951472e-05	6.613022e-05	5.806496e-05	100	100	100	-100
RNDR7	7.222118e-04	6.269241e-04	4.902989e-04	7.314371e-05	7.555576e-05	7.805166e-05	3.314656e-05	3.445707e-05	3.671359e-05	6.445154e-04	4.844460e-04	4.003777e-04	3.600827e-04	7.083449e-05	7.960955e-05	9.214611e-05	9.332554e-05	6.487355e-05	5.354548e-05	4.122870e-05	7.583578e-06	8.614304e-06	8.089839e-06	2.982708e-06	3.704873e-06	4.313370e-06	5.256662e-05	4.014560e-05	3.231043e-05	3.070572e-05	5.144966e-06	7.335619e-06	7.974801e-06	7.014979e-06	100	100	100	-100
RNDR8	7.200182e-04	6.239179e-04	4.884446e-04	7.289081e-05	7.525640e-05	7.770672e-05	3.294178e-05	3.426830e-05	3.650630e-05	6.419406e-04	4.822347e-04	3.988177e-04	3.588579e-04	7.032990e-05	7.911211e-05	9.172705e-05	9.297125e-05	7.164279e-05	5.953208e-05	4.338448e-05	8.471709e-06	9.405859e-06	8.819360e-06	3.817550e-06	4.260419e-06	4.941098e-06	6.325787e-05	4.686652e-05	3.371093e-05	3.281768e-05	7.137470e-06	9.199460e-06	9.709065e-06	8.652394e-06	100	100	100	-100
RPE	-1.150772e-02	-9.792366e-03	-7.536764e-03	-1.119313e-03	-1.189896e-03	-1.222138e-03	-5.329414e-04	-5.508543e-04	-5.898374e-04	-1.023329e-02	-7.683865e-03	-6.189158e-03	-5.705743e-03	-1.062311e-03	-1.235979e-03	-1.443347e-03	-1.451609e-03	2.127283e-04	3.684878e-03	4.398218e-03	1.288371e-03	8.672168e-04	9.958182e-04	3.200959e-04	4.732930e-04	3.783618e-04	8.549761e-04	8.375487e-04	3.585964e-03	7.411784e-04	1.411885e-03	8.891109e-04	8.384135e-04	9.823440e-04	-100	-100	-100	100
RPI	-1.129021e-02	-9.868357e-03	-7.778608e-03	-1.184169e-03	-1.205027e-03	-1.246454e-03	-5.295647e-04	-5.540570e-04	-5.866730e-04	-1.008194e-02	-7.583936e-03	-6.325282e-03	-5.637706e-03	-1.144009e-03	-1.266693e-03	-1.459881e-03	-1.477261e-03	1.125526e-04	1.846043e-03	2.203753e-03	6.651279e-04	4.586957e-04	5.195266e-04	1.757538e-04	2.565200e-04	2.228807e-04	4.327614e-04	4.355229e-04	1.806011e-03	3.879230e-04	7.148115e-04	4.658972e-04	4.358159e-04	5.100112e-04	-100	-100	-100	100
RZ5PP	1.302544e-07	1.127946e-07	8.819676e-08	1.323876e-08	1.370003e-08	1.410351e-08	5.980752e-09	6.233878e-09	6.659859e-09	1.161245e-07	8.726648e-08	7.197752e-08	6.483909e-08	1.273420e-08	1.436403e-08	1.661573e-08	1.679806e-08	1.396500e-10	2.379119e-10	2.737981e-10	5.975310e-11	5.720751e-11	6.245300e-11	2.491122e-11	2.592010e-11	2.879765e-11	1.849892e-10	2.831505e-10	3.231052e-10	2.273744e-10	5.768129e-11	6.797388e-11	7.281432e-11	7.486346e-11	100	100	100	-100
S2FE2SR	2.832341e-07	2.452682e-07	1.917810e-07	2.878726e-08	2.979028e-08	3.066763e-08	1.300495e-08	1.355537e-08	1.448165e-08	2.525091e-07	1.897582e-07	1.565128e-07	1.409905e-07	2.769012e-08	3.123412e-08	3.613037e-08	3.652685e-08	3.036645e-10	5.173318e-10	5.953652e-10	1.299312e-10	1.243959e-10	1.358020e-10	5.416864e-11	5.636243e-11	6.261956e-11	4.022531e-10	6.157017e-10	7.025818e-10	4.944184e-10	1.254261e-10	1.478070e-10	1.583324e-10	1.627882e-10	100	100	100	-100
S2FE2SS	3.295587e-06	2.853833e-06	2.231479e-06	3.349559e-07	3.466265e-07	3.568350e-07	1.513199e-07	1.577243e-07	1.685021e-07	2.938084e-06	2.207942e-06	1.821114e-06	1.640504e-06	3.221900e-07	3.634264e-07	4.203971e-07	4.250103e-07	3.533307e-09	6.019445e-09	6.927407e-09	1.511822e-09	1.447416e-09	1.580133e-09	6.302824e-10	6.558084e-10	7.286136e-10	4.680440e-09	7.164034e-09	8.174932e-09	5.752835e-09	1.459403e-09	1.719817e-09	1.842286e-09	1.894132e-09	100	100	100	-100
S2FE2SS2	3.578813e-06	3.099094e-06	2.423255e-06	3.637424e-07	3.764159e-07	3.875017e-07	1.643245e-07	1.712793e-07	1.829833e-07	3.190586e-06	2.397695e-06	1.977622e-06	1.781490e-06	3.498793e-07	3.946596e-07	4.565264e-07	4.615361e-07	3.836962e-09	6.536762e-09	7.522755e-09	1.641750e-09	1.571808e-09	1.715931e-09	6.844494e-10	7.121692e-10	7.912313e-10	5.082682e-09	7.779718e-09	8.877493e-09	6.247239e-09	1.584825e-09	1.867620e-09	2.000614e-09	2.056915e-09	100	100	100	-100
S6PGB	-1.073953e-03	-9.576402e-04	-3.317106e-04	-1.468557e-03	-2.675111e-03	-8.799994e-04	-1.145150e-03	-9.561536e-04	-1.832864e-03	-5.116412e-04	-1.056115e-03	-1.103927e-03	-6.459782e-04	-2.460892e-03	-1.932487e-03	-3.361508e-03	-2.182074e-03	2.160763e-02	2.926306e-02	1.618068e-02	4.060331e-02	6.053481e-02	3.269611e-02	4.305801e-02	3.782017e-02	5.707186e-02	1.908498e-02	3.549503e-02	3.701038e-02	2.776471e-02	6.334747e-02	5.920054e-02	8.310342e-02	6.710645e-02	-100	100	100	100
S7PI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SADT	9.188790e-06	7.381261e-06	8.166947e-06	2.336137e-05	2.617714e-05	2.890475e-05	3.048133e-06	3.725297e-06	7.862076e-06	0	8.949985e-06	0	1.807803e-05	4.701090e-06	7.412431e-06	8.231023e-06	1.260398e-05	2.904651e-04	3.690267e-04	4.083065e-04	6.776758e-04	7.018514e-04	7.720496e-04	2.155356e-04	2.634183e-04	3.931975e-04	0	4.474545e-04	0	5.714486e-04	3.324172e-04	3.705851e-04	4.115117e-04	5.144537e-04	-100	-100	100	100
SADT2	4.389032e-03	3.804830e-03	2.982059e-03	4.732576e-04	4.952191e-04	5.086099e-04	2.073950e-04	2.169725e-04	2.361469e-04	3.906026e-03	2.949284e-03	2.427846e-03	2.202991e-03	4.395812e-04	4.940764e-04	5.712359e-04	5.822227e-04	2.967049e-04	3.934901e-04	4.438138e-04	6.857217e-04	7.140213e-04	7.796636e-04	2.281233e-04	2.755246e-04	4.023228e-04	9.255489e-05	4.740394e-04	1.661130e-04	5.807734e-04	3.546104e-04	3.798189e-04	4.219486e-04	5.229541e-04	100	100	100	100
SALOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMAAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMP1MET	4.465293e-05	3.866757e-05	3.020438e-05	4.487519e-06	4.655330e-06	4.778762e-06	2.028544e-06	2.116563e-06	2.256104e-06	3.978511e-05	2.989171e-05	2.465973e-05	2.223652e-05	4.318290e-06	4.863912e-06	5.640337e-06	5.697556e-06	1.548641e-06	1.342907e-06	1.421464e-06	4.991030e-07	4.635126e-07	5.402237e-07	2.199114e-07	2.192432e-07	2.570732e-07	1.690813e-06	1.341711e-06	1.053045e-06	6.340408e-07	4.722649e-07	5.629911e-07	5.898444e-07	6.177326e-07	100	100	100	-100
SBP_1	1.052968e-05	9.109237e-06	2.345207e-05	1.774434e-05	3.694022e-05	1.430502e-05	1.577025e-05	1.612995e-05	3.591561e-05	2.077626e-05	1.104042e-05	3.060530e-05	1.235289e-05	2.849280e-05	2.650743e-05	1.108876e-05	7.561607e-06	2.812493e-04	3.718094e-04	6.260531e-04	5.600645e-04	7.862277e-04	5.056076e-04	4.981238e-04	5.101113e-04	8.016312e-04	4.893101e-04	4.500331e-04	7.638199e-04	4.363588e-04	7.607406e-04	6.622222e-04	4.514675e-04	3.759095e-04	-100	-100	-100	-100
SBTO	7.568755e-06	0	0	1.307225e-05	3.852617e-06	1.221924e-05	2.735280e-06	5.798760e-06	6.275426e-06	0	0	2.721257e-05	3.599202e-06	0	2.024167e-06	0	2.025687e-06	3.783999e-04	0	0	5.367305e-04	2.724212e-04	4.987730e-04	1.934135e-04	2.899089e-04	3.137399e-04	0	0	1.110726e-03	2.545000e-04	0	1.431302e-04	0	1.432377e-04	-100	0	-100	100
SCB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
