"Pathways"	"Subsystem 1"	"Subsystem 2"
PWY-4361	MTR-1P-Degradation	Methionine-Salvage // NUCLEO-DEG
PWY-7174	MTR-1P-Degradation	Methionine-Salvage // NUCLEO-DEG
HOMOSER-METSYN-PWY	Methionine-De-novo-Biosynthesis	METHIONINE-SYN
PWY-702	Methionine-De-novo-Biosynthesis	METHIONINE-SYN
HSERMETANA-PWY	Methionine-De-novo-Biosynthesis // Super-Pathways	METHIONINE-SYN // Pathways
PWY-7977	Methionine-De-novo-Biosynthesis	METHIONINE-SYN
PWY-7528	Methionine-Salvage // Super-Pathways	METHIONINE-SYN // Pathways
PWY-7270	Methionine-Salvage // Super-Pathways	METHIONINE-SYN // Pathways
PWY-7527	Methionine-Salvage // Super-Pathways	METHIONINE-SYN // Pathways
ADENOSYLHOMOCYSCAT-PWY	Methionine-Salvage	METHIONINE-SYN
PWY-5441	Methionine-Salvage	METHIONINE-SYN
METSYN-PWY	Methionine-De-novo-Biosynthesis // Super-Pathways	METHIONINE-SYN // Pathways
PWY-5345	Methionine-De-novo-Biosynthesis // Super-Pathways	METHIONINE-SYN // Pathways
PWY-5347	Methionine-De-novo-Biosynthesis // Super-Pathways	METHIONINE-SYN // Pathways
PWY-3581	S-Reticuline-Biosynthesis	ISOQUINOLINE-ALKALOIDS
PWY-6133	S-Reticuline-Biosynthesis	ISOQUINOLINE-ALKALOIDS
NONMEVIPP-PWY	MEP-Pathways	Isopentenyl-Diphosphate-Biosynthesis
PWY-7560	MEP-Pathways	Isopentenyl-Diphosphate-Biosynthesis
PWY-922	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis
PWY-6174	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis
PWY-7524	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis
PWY-6427	Rotenoids-Biosynthesis	ISOFLAVONOID-SYN
PWY-5775	Rotenoids-Biosynthesis	ISOFLAVONOID-SYN
PWY-6425	Rotenoids-Biosynthesis	ISOFLAVONOID-SYN
PWY-7805	Phosphorus-Compounds	Noncarbon-Nutrients
PWY-6642	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7462	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7465	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6634	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7898	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-5491	Phosphorus-Compounds	Noncarbon-Nutrients
PWY-7793	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6058	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6050	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6043	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6692	Iron-Metabolism	Noncarbon-Nutrients
PWY-6321	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7387	NITROGEN-DEG // Sulfur-Metabolism	Noncarbon-Nutrients
PWY-5934	Iron-Metabolism	Noncarbon-Nutrients
PWY-2601	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6591	Manganese-Oxidation	Noncarbon-Nutrients
PWY-6592	Manganese-Oxidation	Noncarbon-Nutrients
PWY-6044	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7683	NITROGEN-DEG	Noncarbon-Nutrients
PWY-6348	Phosphorus-Compounds	Noncarbon-Nutrients
P483-PWY	Phosphorus-Compounds	Noncarbon-Nutrients
PWY-6932	Selenium-Metabolism	Noncarbon-Nutrients
PWY-6593	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-6072	Sulfur-Metabolism // Super-Pathways	Noncarbon-Nutrients // Pathways
SULFATE-CYS-PWY	Sulfur-Metabolism // Super-Pathways	Noncarbon-Nutrients // Pathways
ALKANEMONOX-PWY	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-4984	NITROGEN-DEG	Noncarbon-Nutrients
PWY-1961	Indole-3-Acetate-Inactivation	Inactivation
PWY-1962	Indole-3-Acetate-Inactivation	Inactivation
PWY-1981	Indole-3-Acetate-Inactivation	Inactivation
PWY-2021	Indole-3-Acetate-Inactivation	Inactivation
PWY-1741	Indole-3-Acetate-Inactivation	Inactivation
PWY-5788	Indole-3-Acetate-Inactivation	Inactivation
PWY-5797	Indole-3-Acetate-Inactivation	Inactivation
PWY-5811	Indole-3-Acetate-Inactivation	Inactivation
PWY-6219	Indole-3-Acetate-Inactivation	Inactivation
PWY-5784	Indole-3-Acetate-Inactivation	Inactivation
PWY-1782	Indole-3-Acetate-Inactivation // Super-Pathways	Inactivation // Pathways
PWY-5476	ELLAGITANNINS	TANNIN-SYN
PWY-5477	GALLOTANNINS	TANNIN-SYN
PWY-6398	Melatonin-Degradation	HORMONE-DEG
PWY-6399	Melatonin-Degradation	HORMONE-DEG
PWY-6400	Melatonin-Degradation	HORMONE-DEG
PWY-6402	Melatonin-Degradation // Super-Pathways	HORMONE-DEG // Pathways
PWY-6260	Thyroid-Hormone-Metabolism	HORMONE-DEG
PWY-6261	Thyroid-Hormone-Metabolism	HORMONE-DEG
PWY-7101	Plant-Hormone-Biosynthesis	HORMONE-SYN
PWY-7878	Gamma-Butyrolactone-Biosynthesis	HORMONE-SYN
PWY-7882	Gamma-Butyrolactone-Biosynthesis	HORMONE-SYN
PWY-7881	Gamma-Butyrolactone-Biosynthesis	HORMONE-SYN
HEME-BIOSYNTHESIS-II	Heme-b-Biosynthesis	HEME-SYN
HEMESYN2-PWY	Heme-b-Biosynthesis	HEME-SYN
PWY-7552	Heme-b-Biosynthesis	HEME-SYN
PWY-7766	Heme-b-Biosynthesis	HEME-SYN
PWY-5918	Heme-b-Biosynthesis // Super-Pathways	HEME-SYN // Pathways
PWY-5920	Heme-b-Biosynthesis // Super-Pathways	HEME-SYN // Pathways
PWY0-1415	Heme-b-Biosynthesis // Super-Pathways	HEME-SYN // Pathways
PWY-6717	Glycan-Degradation // Xylan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-7530	O-Antigen-Biosynthesis	Glycan-Pathways // Lipopolysaccharide-Biosynthesis
PWY-6573	Glycan-Degradation // Glycosaminoglycan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-6576	Glycan-Degradation // Glycosaminoglycan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-7290	O-Antigen-Biosynthesis	Glycan-Pathways // Lipopolysaccharide-Biosynthesis
PWY-7905	O-Antigen-Biosynthesis	Glycan-Pathways // Lipopolysaccharide-Biosynthesis
GLYCOCAT-PWY	Glycan-Degradation // Glycogen-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-5941	Glycan-Degradation // Glycogen-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-1081	Glycan-Degradation // Pectin-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-6790	Glycan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-7246	Glycan-Degradation // Pectin-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-842	Glycan-Degradation // Starch-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-6791	Glycan-Degradation // Xyloglucan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG
PWY-7832	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7831	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7981	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7833	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7920	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7426	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7837	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7433	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7435	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7661	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7658	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7919	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7918	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7921	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7922	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7979	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7437	Protein-Glycosylation	Glycan-Biosynthesis // Protein-Modification
PWY-7434	Protein-Glycosylation // Super-Pathways	Glycan-Biosynthesis // Protein-Modification // Pathways
PWY-5070	GIBBERELLINS-BIOSYNTHESIS	GIBBERELLIN-SYN
PWY-5036	GIBBERELLINS-BIOSYNTHESIS	GIBBERELLIN-SYN
PWY-5035	GIBBERELLINS-BIOSYNTHESIS	GIBBERELLIN-SYN
PWY-5047	GIBBERELLINS-BIOSYNTHESIS	GIBBERELLIN-SYN
PWY-7232	GIBBERELLINS-BIOSYNTHESIS	GIBBERELLIN-SYN
PWY-5084	Respiration	Energy-Metabolism
PWY-5046	Respiration	Energy-Metabolism
PWY-6970	Acetyl-CoA-Biosynthesis	Energy-Metabolism
PWY-5172	Acetyl-CoA-Biosynthesis	Energy-Metabolism
PWY-7383	Fermentation	Energy-Metabolism
PWY-7980	Electron-Transfer // Transport-Pathways	Energy-Metabolism // Pathways
PWY-7402	Fermentation // Super-Pathways	Energy-Metabolism // Pathways
PWY-7115	Photosynthesis	Energy-Metabolism
PWY-241	Photosynthesis	Energy-Metabolism
PWY-7117	Photosynthesis	Energy-Metabolism
PWY-7401	Fermentation // Super-Pathways	Energy-Metabolism // Pathways
PWY-8004	Entner-Duodoroff-Pathways // Super-Pathways	Energy-Metabolism // Sugars-And-Polysaccharides-Degradation // Pathways
NPGLUCAT-PWY	Entner-Duodoroff-Pathways	Energy-Metabolism // Sugars-And-Polysaccharides-Degradation
PWY-2221	Entner-Duodoroff-Pathways	Energy-Metabolism // Sugars-And-Polysaccharides-Degradation
ENTNER-DOUDOROFF-PWY	Entner-Duodoroff-Pathways	Energy-Metabolism // Sugars-And-Polysaccharides-Degradation
P301-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	Energy-Metabolism
PWY-6118	OTHER-ENERGY	Energy-Metabolism
PWY0-1591	Electron-Transfer	Energy-Metabolism
GLYCOLYSIS	GLYCOLYSIS-VARIANTS	Energy-Metabolism
PWY-5484	GLYCOLYSIS-VARIANTS	Energy-Metabolism
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS	Energy-Metabolism
PWY-1042	GLYCOLYSIS-VARIANTS	Energy-Metabolism
P341-PWY	GLYCOLYSIS-VARIANTS	Energy-Metabolism
PWY-6744	Hydrogen-Production	Energy-Metabolism
PWY-6758	Hydrogen-Production	Energy-Metabolism
PWY-6759	Hydrogen-Production	Energy-Metabolism
PWY-6765	Hydrogen-Production	Energy-Metabolism
PWY-6772	Hydrogen-Production	Energy-Metabolism
PWY-6780	Hydrogen-Production	Energy-Metabolism
PWY-6785	Hydrogen-Production	Energy-Metabolism
PWY66-367	OTHER-ENERGY	Energy-Metabolism
PWY66-368	OTHER-ENERGY	Energy-Metabolism
PWY0-1590	Electron-Transfer	Energy-Metabolism
P282-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Electron-Transfer	Energy-Metabolism
PHOTOALL-PWY	Photosynthesis // Super-Pathways	Energy-Metabolism // Pathways
PWY-5913	TCA-VARIANTS	Energy-Metabolism
PENTOSE-P-PWY	Pentose-Phosphate-Cycle // Super-Pathways	Energy-Metabolism // Pathways
NONOXIPENT-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism
OXIDATIVEPENT-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism
PWY-7796	Pentose-Phosphate-Cycle	Energy-Metabolism
P21-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism
PWY-181	Photosynthesis	Energy-Metabolism
PWY-101	Electron-Transfer // Photosynthesis	Energy-Metabolism
P164-PWY	Fermentation // Purine-Degradation	Energy-Metabolism // NUCLEO-DEG
PWY-5497	Fermentation // Purine-Degradation	Energy-Metabolism // NUCLEO-DEG
PYRUVDEHYD-PWY	Acetyl-CoA-Biosynthesis // CARBOXYLATES-DEG	Energy-Metabolism // Degradation
P222-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfide-Oxidation	Energy-Metabolism // Sulfur-Metabolism
PWY-5285	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfide-Oxidation	Energy-Metabolism // Sulfur-Metabolism
PWY-5276	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfite-Oxidation	Energy-Metabolism // Sulfur-Metabolism
PWY-7457	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfite-Oxidation	Energy-Metabolism // Sulfur-Metabolism
P203-PWY	OTHER-ENERGY // Sulfur-Disproportionation	Energy-Metabolism // Sulfur-Metabolism
PWY-5302	OTHER-ENERGY // Sulfur-Disproportionation	Energy-Metabolism // Sulfur-Metabolism
SULFUROX-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfur-Oxidation	Energy-Metabolism // Sulfur-Metabolism
FESULFOX-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfur-Oxidation	Energy-Metabolism // Sulfur-Metabolism
PWY-5173	Acetyl-CoA-Biosynthesis // Super-Pathways	Energy-Metabolism // Pathways
PWY-7389	Fermentation // Super-Pathways	Energy-Metabolism // Pathways
PWY-6751	Hydrogen-Production // Super-Pathways	Energy-Metabolism // Pathways
PWY-7731	Hydrogen-Production // Super-Pathways	Energy-Metabolism // Pathways
PWY-5308	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfite-Oxidation // Super-Pathways // Thiosulfate-Disproportionation	Energy-Metabolism // Sulfur-Metabolism // Pathways
TCA	TCA-VARIANTS	Energy-Metabolism
PWY-5690	TCA-VARIANTS	Energy-Metabolism
PWY66-398	TCA-VARIANTS	Energy-Metabolism
P105-PWY	TCA-VARIANTS	Energy-Metabolism
PWY-6969	TCA-VARIANTS	Energy-Metabolism
PWY-7254	TCA-VARIANTS	Energy-Metabolism
REDCITCYC	TCA-VARIANTS	Energy-Metabolism
PWY-5358	Electron-Transfer // Tetrathionate-Reduction	Energy-Metabolism // Sulfur-Metabolism
PWY-6147	6-HM-Dihydropterin-PP-Biosynthesis	Folate-Biosynthesis
PWY-6797	6-HM-Dihydropterin-PP-Biosynthesis	Folate-Biosynthesis
PWY-7539	6-HM-Dihydropterin-PP-Biosynthesis	Folate-Biosynthesis
PWY-7852	6-HM-Dihydropterin-PP-Biosynthesis	Folate-Biosynthesis
PWY-7853	6-HM-Dihydropterin-PP-Biosynthesis	Folate-Biosynthesis
PWY-2201	Folate-Transformations	Folate-Biosynthesis
PWY-3841	Folate-Transformations	Folate-Biosynthesis
PWY-6035	FLAVONOL-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways
PWY-5161	CHALCONE-SYN	FLAVONOID-SYN
PWY-5061	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-5119	FLAVONE-SYN	FLAVONOID-SYN
PWY-7449	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5926	ISOFLAVONOID-SYN // Interconversion	FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-7261	ANTHOCYANIN-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways
PWY-7679	ANTHOCYANIN-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways
PWY-7450	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7678	ANTHOCYANIN-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways
PWY-5286	ANTHOCYANIN-SYN // Metabolic-Clusters	FLAVONOID-SYN // Pathways
PWY-5125	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5153	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7267	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-6010	FLAVONE-SYN	FLAVONOID-SYN
PWY-7253	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-1901	AURONE-SYN	FLAVONOID-SYN
PWY-7212	FLAVONE-SYN	FLAVONOID-SYN
PWY-7633	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-5339	CHALCONE-SYN	FLAVONOID-SYN
PWY-5363	FLAVONOL-SYN	FLAVONOID-SYN
PWY-6332	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-7464	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7256	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7452	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5821	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-5825	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-7260	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7188	FLAVONE-SYN	FLAVONOID-SYN
PWY-7157	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7168	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7171	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7172	FLAVONOL-SYN	FLAVONOID-SYN
PWY-3101	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7448	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7145	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-5307	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7495	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5105	FLAVANONES-SYN	FLAVONOID-SYN
PWY-6401	AURONE-SYN	FLAVONOID-SYN
PWY-6024	FLAVONE-SYN	FLAVONOID-SYN
PWY-7166	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7191	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7143	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5320	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5348	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5152	LEUCOANTHOCYANIDIN-SYN	FLAVONOID-SYN
PWY1F-823	LEUCOANTHOCYANIDIN-SYN	FLAVONOID-SYN
PWY-5060	FLAVONE-SYN	FLAVONOID-SYN
PWY-6239	FLAVONE-SYN	FLAVONOID-SYN
PWY-7444	FLAVONE-SYN	FLAVONOID-SYN
PWY-7252	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5793	FLAVONE-SYN	FLAVONOID-SYN
PWY-6064	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7140	FLAVONOL-SYN	FLAVONOID-SYN
PWY-6602	FLAVANONES-SYN	FLAVONOID-SYN
PWY-5094	FLAVANONES-SYN	FLAVONOID-SYN
PWY-7298	FLAVONE-SYN	FLAVONOID-SYN
PWY-5139	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7259	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5059	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7189	FLAVONE-SYN	FLAVONOID-SYN
PWY-7163	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7160	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7161	FLAVONE-SYN	FLAVONOID-SYN
PWY-7150	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7151	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5118	FLAVANONES-SYN	FLAVONOID-SYN
PWY-641	PROANTHOCYANIDIN-SYN	FLAVONOID-SYN
PWY-7192	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7137	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7129	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5321	FLAVONOL-SYN	FLAVONOID-SYN
PWY-6199	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7173	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5160	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7262	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5390	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5116	FLAVANONES-SYN // FLAVONOID-PHYTOALEXINS	FLAVONOID-SYN // PHYTOALEXIN-SYN
PWY-5268	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-7325	FLAVONE-SYN	FLAVONOID-SYN
PWY-5284	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-6914	PRENYLFLAVONOID-SYN	FLAVONOID-SYN
PWY-5313	ANTHOCYANIN-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-5310	ANTHOCYANIN-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-5312	ANTHOCYANIN-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-3097	ISOFLAVONOID-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-7149	FLAVONOL-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-2055	ISOFLAVONOID-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-2229	ISOFLAVONOID-SYN // Super-Pathways	FLAVONOID-SYN // Pathways
PWY-5391	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7280	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-5295	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-6631	FLAVONOL-SYN	FLAVONOID-SYN
PWY-7995	FLAVONOL-SYN	FLAVONOID-SYN
PWY-5729	ISOFLAVONOID-SYN	FLAVONOID-SYN
PWY-7458	ANTHOCYANIN-SYN	FLAVONOID-SYN
PWY-6015	FLAVONE-SYN	FLAVONOID-SYN
PWY-7213	FLAVONE-SYN	FLAVONOID-SYN
PWY-5135	PRENYLFLAVONOID-SYN	FLAVONOID-SYN
PWY-5676	Acetyl-CoA-Butyrate // Super-Pathways	Fermentation-to-Acids // Pathways
P122-PWY	Fermentation-to-Lactate // Pyruvate-Ethanol-Fermentation	Fermentation-to-Acids // Alcohol-Biosynthesis // Pyruvate-Degradation
ANAEROFRUCAT-PWY	Fermentation-to-Lactate // Super-Pathways	Fermentation-to-Acids // Pathways
GLUDEG-II-PWY	Acetyl-CoA-Butyrate // GLUTAMATE-DEG // Super-Pathways	Fermentation-to-Acids // Proteinogenic-Amino-Acids-Degradation // Pathways
PWY-5088	Fermentation-to-propanoate // GLUTAMATE-DEG // Super-Pathways	Fermentation-to-Acids // Proteinogenic-Amino-Acids-Degradation // Pathways
CENTFERM-PWY	Acetyl-CoA-Butyrate // Pyruvate-Degradation	Fermentation-to-Acids // Fermentation
PWY-5677	Acetyl-CoA-Butyrate	Fermentation-to-Acids
P108-PWY	Pyruvate-Propanoate-Fermentation	Fermentation-to-propanoate // Pyruvate-Degradation
PWY-5494	Pyruvate-Propanoate-Fermentation	Fermentation-to-propanoate // Pyruvate-Degradation
PWY-5481	Pyruvate-Lactate-Fermentation	Fermentation-to-Lactate // Pyruvate-Degradation
PWY-5951	Butanediol-Biosynthesis	Alcohol-Biosynthesis
PWY-6390	Butanediol-Biosynthesis	Alcohol-Biosynthesis
PWY-6391	Butanediol-Biosynthesis	Alcohol-Biosynthesis
PWY-6392	Butanediol-Biosynthesis	Alcohol-Biosynthesis
PWY-5480	Pyruvate-Ethanol-Fermentation	Alcohol-Biosynthesis // Pyruvate-Degradation
PWY-5486	Pyruvate-Ethanol-Fermentation	Alcohol-Biosynthesis // Pyruvate-Degradation
PWY-6587	Pyruvate-Ethanol-Fermentation	Alcohol-Biosynthesis // Pyruvate-Degradation
P125-PWY	Butanediol-Biosynthesis // Super-Pathways	Alcohol-Biosynthesis // Pathways
PWY-6396	Butanediol-Biosynthesis // Super-Pathways	Alcohol-Biosynthesis // Pathways
P41-PWY	Pyruvate-Acetate-Fermentation // Pyruvate-Lactate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Fermentation-to-Lactate // Pathways
PWY-5096	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5100	Pyruvate-Acetate-Fermentation // Pyruvate-Lactate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Fermentation-to-Lactate // Pathways
P142-PWY	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5482	Pyruvate-Acetate-Fermentation	Acetate-Formation // Pyruvate-Degradation
PWY-5483	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5485	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5537	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5538	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5600	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways
PWY-5768	Pyruvate-Acetate-Fermentation	Acetate-Formation // Pyruvate-Degradation
PWY-5938	Acetoin-Biosynthesis	Pyruvate-Degradation
PWY-5939	Acetoin-Biosynthesis	Pyruvate-Degradation
PWY-6389	Acetoin-Biosynthesis	Pyruvate-Degradation
PWY3O-440	Acetoin-Biosynthesis	Pyruvate-Degradation
PWY-7541	Alcohol-Biosynthesis // Metabolic-Clusters	Fermentation // Pathways
PWY-7385	Alcohol-Biosynthesis	Fermentation
PWY-6886	Alcohol-Biosynthesis // Super-Pathways	Fermentation // Pathways
PWY-7384	Fermentation-to-Acids // Super-Pathways	Fermentation // Pathways
PWY-7396	Alcohol-Biosynthesis	Fermentation
PWY-5109	Fermentation-to-Acids	Fermentation
PWY-6130	Alcohol-Biosynthesis // GLYCEROL-DEG	Fermentation // Alcohol-Degradation
PWY-7003	Alcohol-Biosynthesis // Super-Pathways	Fermentation // Pathways
PWY-804	Fermentation-to-Acids	Fermentation
FERMENTATION-PWY	Fermentation-to-Acids // Pyruvate-Ethanol-Fermentation	Fermentation // Alcohol-Biosynthesis // Pyruvate-Degradation
PWY-6588	Pyruvate-Degradation	Fermentation
PWY-6583	Alcohol-Biosynthesis // Pyruvate-Butanol-Fermentation	Fermentation // Alcohol-Biosynthesis // Pyruvate-Degradation
PWY-6883	Alcohol-Biosynthesis // Pyruvate-Butanol-Fermentation	Fermentation // Alcohol-Biosynthesis // Pyruvate-Degradation
PWY-6863	Alcohol-Biosynthesis // Pyruvate-Degradation	Fermentation
PWY-7111	Alcohol-Biosynthesis // Pyruvate-Degradation	Fermentation
PWY-7351	Pyruvate-Degradation	Fermentation
PWY-6604	Pyruvate-Degradation // Super-Pathways	Fermentation // Pathways
PWY-6590	Pyruvate-Degradation // Super-Pathways	Fermentation // Pathways
PWY-6594	Pyruvate-Degradation // Super-Pathways	Fermentation // Pathways
PWY4LZ-257	Pyruvate-Degradation // Super-Pathways	Fermentation // Pathways
PWY-5406	Divinyl-Ether-Biosynthesis // Metabolic-Clusters	FATTY-ACID-DERIVATIVE-SYN // Pathways
PWY-5409	Divinyl-Ether-Biosynthesis	FATTY-ACID-DERIVATIVE-SYN
PWY-5361	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-7691	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-5973	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY0-541	Cyclopropane-fatty-acid-biosyn	Fatty-acid-biosynthesis
PWY-7663	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
