Uniprot	Gene
Q9X888	SCO3296
Q9KYB9	SCO6914
Q9KYV0	SCO3195
Q9EWV7	SCO4924
Q9ZBX8	SCO3954
Q9KZM4	SCO3020
Q9KXN8	SCO4319
Q9RI73	SCO0104
Q9RDN5	SCO2402
Q9L1X5	SCO6836
Q9S2C3	SCO0290
Q9L0X4	SCO3730
Q9KXX2	SCO4269
Q9RKL5	SCO4067
Q9KYK7	SCO6934
O54114	SCO5918
Q9K3H0	SCO1270
Q9RKL3	SCO4069
Q9X9Y8	SCO1884
Q9Z548	SCO6124
Q9KY36	SCO2354
Q9RJT7	SCO0373
Q9KYQ4	SCO3666
Q9RIX3	SCO0140
Q9KZK3	SCO3042
Q9XA53	SCO3825
Q9KZT6	SCO2865
O50511	SCO5837
Q9XA56	SCO3822
Q9K4D0	SCO5381
Q93J74	SCO2823
Q7AKE1	SCO6861
O86736	SCO5663
Q9L282	SCO1527
Q9RDQ0	SCO2384
Q9XA23	SCO3841
Q9L0A1	SCO2445
Q9X931	SCO3566
Q9KYJ9	SCO6942
Q9FBS1	SCO7171
Q9RJ36	SCO1832
Q9L2G8	SCO2515
Q9WX05	SCO3329
Q9FC72	SCO7114
Q9RDM5	SCO2412
Q9RKB6	SCO3171
O86825	SCO5674
Q9FCJ0	SCO5198
Q9K4G7	SCO4171
Q9KXI6	SCO2334
Q9F2R1	SCO4478
Q9ACX3	SCP1.178
Q9S286	SCO1744
Q9ACW8	SCP1.183c
Q9F2V0	SCO4611
Q9K3L3	SCO1047
Q9L0V5	SCO3750
Q9RJ74	SCO1627
Q9F2S2	SCO4467
Q9X7Z7	SCO2138
Q7AKF6	SCO5723
Q9ADP0	SCO4016
Q9KYC5	SCO6905
Q9AK95	SCO1367
Q9S2W8	SCO2088
Q9EWM7	SCO7762
Q9F349	SCO5121
Q9L1M2	SCO6893
Q9RDR8	SCO2249
O69919	SCO6387
Q9F2Z0	SCO4357
Q9RDN7	SCO2400
Q9F3P4	SCO7643
Q9KXQ7	SCO1493
Q9EWJ2	SCO7592
Q9KZR1	SCO2892
O86811	SCO5751
Q9KY81	SCO5021
Q9AD05	SCP1.145
O50489	SCO5771
Q7AKR7	SCO0703
Q9RDS3	SCO2244
Q9KYK8	SCO6933
Q9S1S8	SCO0064
Q9KZ34	SCO7098
Q9EWR5	SCO0787
Q9FCF2	SCO4218
Q9RI89	SCO0086
Q9L1P7	SCO6868
Q9ZBR7	SCO5562
Q9KYV3	SCO3192
Q9S2K8	SCO1995
Q9RKL6	SCO4066
Q93JK0	SCO4994
Q8CJP0	SCO6165
Q9RIV4	SCO0952
Q9AD47	SCP1.103
Q9L276	SCO1533
Q9KYF9	SCO2713
Q9AK91	SCO1371
Q9S2I1	SCO2022
Q9RJS4	SCO0412
Q9ZBP0	SCO6169
Q9AD99	SCO1668
Q9X908	SCO3542
Q9L244	SCO2677
Q9RIU4	SCO0963
Q9X867	SCO3511
O86521	SCO5539
Q9S2Y0	SCO2071
Q9AD32	SCP1.118
Q9AD16	SCP1.134
O86556	SCO6622
Q9L029	SCO7026
Q9KXX6	SCO3872
Q9X866	SCO3510
Q9KZT2	SCO2869
O54144	SCO5880
Q9AD42	SCP1.108
O86516	SCO5534
Q9L0J7	SCO4668
Q9AK60	SCO4057
Q9XAJ0	SCO3612
Q9RK90	SCO0272
Q93J05	SCO7514
Q9RI51	SCO0195
Q93JJ6	SCO4998
Q7AKR8	SCO0702
Q9AD39	SCP1.111
Q9RKP5	SCO2283
Q7AKP6	SCO2203
Q9EX49	SCO0989
Q9X864	SCO3508
Q9X8T4	SCO3898
Q9RKX2	SCO1413
Q9KYY6	SCO7543
Q9K3V3	SCO4391
Q9K4H9	SCO7246
Q9RJI1	SCO0558
Q9RJJ2	SCO0396
Q9S2M7	SCO2116
Q9ACP2	SCP1.277
Q9RJL7	SCO0516
Q9F3G3	SCO4537
Q9KY39	SCO2351
Q9X8V1	SCO3915
Q9L1L5	SCO5429
Q9K3X1	SCO4373
Q7AKI0	SCO5073
Q9RJL1	SCO0377
Q9EWT7	SCO0734
O86760	SCO5639
Q9L0U9	SCO4495
Q9L284	SCO1525
Q9X7U6	SCO7253
Q9KZP0	SCO1392
Q9ACP7	SCP1.271
Q9AD15	SCP1.135
Q9FCM1	SCO7793
Q9RKP7	SCO2281
Q9X7M6	SCO6720
Q9FC46	SCO7037
Q9X8H8	SCO3398
Q9S244	SCO1708
Q93J17	SCO3990
Q9RJX8	SCO1192
Q9AK53	SCO4064
Q9L110	SCO1449
Q9XA13	SCO3851
O54169	SCO5940
Q9KYA7	SCO6926
Q93S08	SCO6281
Q9X8J0	SCO3410
O86557	SCO6623
Q9RDF4	SCO2537
Q9L1G7	SCO2610
Q9F3G4	SCO4536
O54152	SCO5889
Q9X829	SCO6062
Q9RDS7	SCO2240
Q9RJV8	SCO0352
Q9Z571	SCO5508
O69945	SCO6570
O86629	SCO6360
Q9KYE1	SCO4129
Q9L242	SCO2679
Q9L2C7	SCO2492
Q9RL10	SCO0308
Q9RJU0	SCO0370
Q9FBP0	SCO5037
Q9K4J7	SCO7317
Q9K413	SCO1320
O86735	SCO5664
Q9X7V1	SCO6756
Q9WX22	SCO3312
Q9L2D7	SCO2482
Q9XAJ1	SCO3611
Q9K4G9	SCO4169
Q9RK28	SCO0688
Q9RDH6	SCO2751
Q93J91	SCO7506
Q9ACX9	SCP1.172
Q9X7X5	SCO6780
O86503	SCO5521
Q9RDN8	SCO2399
Q9AK40	SCO4886
Q9K3W8	SCO4376
O69934	SCO6406
Q9RJG1	SCO0473
Q9S2X4	SCO2077
Q9ADN4	SCO4023
Q9XA82	SCO0843
Q9RD82	SCO0795
Q9L0I2	SCO4775
Q9KZW3	SCO4138
O86531	SCO5550
Q9Z4Z2	SCO3239
Q9FCC6	SCO1241
Q9EWQ5	SCO7672
Q9KYI1	SCO2691
Q9RKH4	SCO3458
Q9XAC5	SCO1931
Q9KXI3	SCO2337
Q9S1T7	SCO0055
Q9Z584	SCO5495
O69893	SCO5605
Q8CJL9	SCO6752
O69972	SCO5796
Q9FC40	SCO7043
Q9K3I5	SCO1255
Q9KXW0	SCO4281
Q9KYA1	SCO5001
Q9L045	SCO2990
Q9L180	SCO7397
Q9L086	SCO2460
Q9RJB2	SCO0652
Q9X7S3	SCO7277
Q9RJB6	SCO0648
Q9K3N0	SCO1030
Q9ACY4	SCP1.167
Q9F3P5	SCO7642
Q9KYH0	SCO2702
Q9K475	SCO7210
Q9ADJ5	SCO7464
Q9KXY2	SCO3866
Q9RL54	SCO0432
Q9RDF1	SCO2540
Q9L202	SCO2631
Q9RD99	SCO2852
Q9RL09	SCO0309
Q9KZR7	SCO2884
Q9F3Q6	SCO7631
Q9ACV9	SCP1.192
Q9RDJ7	SCO2589
Q9K422	SCO1077
Q9KZZ3	SCO4433
Q9RKI4	SCO3448
Q9ZBZ4	SCO3936
Q9EWR6	SCO0786
Q93JD7	SCO5990
Q9RJZ7	SCO1173
O86645	SCO5726
Q93J44	SCO3059
Q9AK42	SCO4884
Q9Z5C1	SCO6181
Q93JD6	SCO5991
Q9AD06	SCP1.144
Q9X8S1	SCO3654
Q9F3G2	SCO4538
Q9L0Y9	SCO1470
Q9FBW2	SCO7823
Q9KXJ9	SCO2321
Q9L0F3	SCO4689
Q9X8I8	SCO3408
Q9KZ93	SCO4853
Q9S211	SCO1789
Q9AK24	SCO4902
Q9ADF6	SCO6107
Q9X7U9	SCO6754
O69918	SCO6386
Q9KZ53	SCO7078
Q93IX7	SCO1293
Q9KXV4	SCO4287
Q9S1V5	SCO0037
Q9KYC1	SCO6909
Q9ACV1	SCP1.202
Q9KZ40	SCO7092
Q9X8L8	SCO3354
Q9X8F3	SCO3280
Q9X826	SCO6059
Q9AK71	SCO4046
Q7API9	
Q9RK51	SCO0326
Q9RJG9	SCO0465
Q8VLB8	SCP2.32c
Q9KY42	SCO2348
Q9L1Q6	SCO6858
Q9KZX0	SCO4456
Q9S268	SCO1684
Q9XAN2	SCO6698
Q9RKK0	SCO4084
Q9K3H7	SCO1263
Q9RK57	SCO0553
Q9ACR7	SCP1.251
Q9RJA6	SCO0658
Q9KZX3	SCO4453
Q9S2S1	SCO2165
Q9AD53	SCP1.97
O86684	SCO6638
O69961	SCO5785
Q9ADA1	SCO1666
Q9XA70	SCO3807
Q9KZZ8	SCO4428
Q9L2K7	SCO0696
Q9KZI5	SCO1160
Q9FBR4	SCO5281
Q9KYJ7	SCO6944
O50484	SCO5766
Q9Z574	SCO5505
Q9RCW1	SCO0850
Q9X9X4	SCO1898
Q9K3Z6	SCO1337
Q9RDS0	SCO2247
Q9K476	SCO7209
Q9FBU3	SCO7148
Q9K4I4	SCO7241
Q9RDB6	SCO2835
Q9F2J8	SCO3783
Q9ACZ4	SCP1.157
Q9AJY8	SCO7740
Q9ACT4	
Q9ZC11	SCO6502
Q9EWI7	SCO7597
Q9F2N0	SCO3120
Q9L0Z4	SCO1465
Q9RDP5	SCO2392
Q9EWU2	SCO0729
Q9K408	SCO1325
Q9WX26	SCO3307
Q9KZ26	SCO2211
Q9RKB7	SCO3170
O86568	SCO5473
Q9F2Q5	SCO3094
Q93IW7	SCO1303
Q8VWD4	SCP2.18c
O86724	SCO6542
Q9KZ18	SCO2219
Q9RCY6	SCO0924
Q9S1Z7	SCO0129
Q9ACY7	SCP1.164c
Q9RJJ1	SCO0397
Q9XAM2	SCO6708
Q9KYZ7	SCO7532
Q9S2Y4	SCO2031
Q9RK39	SCO0340
Q9K3L8	SCO1042
Q9KZK7	SCO3038
Q9EWE2	SCO4865
Q9AD18	SCP1.132c
Q9RDA0	SCO2851
Q9L025	SCO7030
Q9FCE3	SCO4227
Q9X9V8	SCO1914
Q9X9V7	SCO1915
Q9L2J1	SCO0718
Q9KXL9	SCO4338
Q9AK27	SCO4899
Q9X7V8	SCO6763
O86660	SCO6368
Q9RIY6	SCO0179
Q9RI76	SCO0101
Q9K447	SCO7200
O86513	SCO5531
O50495	SCO5777
Q9S2R2	SCO2174
Q9RKF9	SCO3478
O86632	SCO6363
O86590	SCO6225
Q8CJS9	SCO4790
Q9F2K5	SCO3776
Q9L042	SCO2993
Q9K3P6	SCO1102
Q9FCL7	SCO7797
Q9K3S2	SCO3142
Q9WX24	SCO3309
Q9S223	SCO1777
Q9X8C1	SCO3441
Q9Z4Z3	SCO3238
Q9ZBS4	SCO6164
Q9X892	SCO3300
Q9X8A1	SCO3525
O69889	SCO5601
Q9Z4W2	SCO3222
Q9K3Z9	SCO1334
Q9ADB0	SCO0517
Q9L0S2	SCO4522
Q9KYI0	SCO2692
Q93J80	SCO2817
Q9F3E3	SCO7614
Q9L2F9	SCO2524
Q9Z543	SCO6129
Q9X8E4	SCO3271
Q9EX29	SCO1011
O86499	SCO6331
Q9EWJ7	SCO1442
Q9KZQ2	SCO2901
Q9KZL5	SCO3029
Q9RK15	SCO0491
Q9AK55	SCO4062
Q9K4E9	SCO4263
Q9X8W8	SCO3686
Q9S2Y7	SCO2028
Q9S2D5	SCO0278
Q9L1R8	SCO2940
Q9L2J7	SCO0711
Q9AK10	SCO7718
Q8CJU7	SCO4115
Q9FC89	SCO1224
Q9KZM8	SCO1404
Q9F3D5	SCO7622
Q9L253	SCO2668
Q9RDA5	SCO2846
O54178	SCO5949
Q9KXL6	SCO4341
Q9L2D6	SCO2483
Q9RKE7	SCO3491
Q9XAH0	SCO5330
Q9RJQ6	SCO0584
Q9RJY6	SCO1184
Q9F3H8	SCO2803
Q9L094	SCO2452
O88044	SCO1584
Q9ADN2	SCO4026
O88035	SCO6679
O88053	SCO1593
Q9FCG7	SCO4202
Q9L1N5	SCO6880
Q9Z4W4	SCO3220
O54112	SCO5916
Q9X8P8	SCO3631
Q9RDF3	SCO2538
O69823	SCO6429
Q9KYM2	SCO7365
Q9Z4Z8	SCO3233
Q9EWW9	SCO1757
Q9S1W4	SCO0028
Q7AKL9	SCO3360
Q9RKH7	SCO3455
Q9EWU1	SCO0730
Q9KZS6	SCO2875
Q9ZBQ0	SCO5579
Q9FC06	SCO7176
Q9XAK2	SCO3600
Q9RK16	SCO0490
Q9KZN1	SCO1401
O54136	SCO5870
Q9XAB2	SCO0813
O88021	SCO6665
Q93IV5	SCO1315
Q9RDG2	SCO2766
Q9KXH8	SCO2342
Q9ZBT3	SCO6155
O86756	SCO5643
Q9L107	SCO1452
Q9X8P4	SCO3627
Q9L040	SCO7015
Q9L051	SCO2984
Q9AK97	SCO1365
Q9ADJ8	SCO7461
Q9KYX1	SCO3010
Q9ADA3	SCO1664
Q7AKJ1	SCO4616
O86592	SCO6227
O86692	SCO6646
O50504	SCO6010
Q9XA80	SCO0845
Q9X7T9	SCO7260
Q93RX1	SCO1855
Q9L0G5	SCO4677
Q9F2Y7	SCO4360
Q9RJG5	SCO0469
Q93J52	SCO3050
Q7AKI2	SCO5071
Q9AK65	SCO4052
Q9X937	SCO3584
Q9ADM9	SCO4029
Q9F2L4	SCO3767
Q9FC64	SCO7122
O54123	SCO5927
Q9L1H1	SCO2606
Q9Z546	SCO6126
O86626	SCO6357
Q9XA92	SCO0833
Q9ADE5	SCO5062
Q9FC78	SCO7108
Q9RKE2	SCO3496
O69876	SCO5588
Q9F2J5	SCO3786
Q9RDK3	SCO2583
Q9ACZ6	SCP1.155
Q9L250	SCO2671
Q9L222	SCO6810
Q9FBU0	SCO7151
O86661	SCO6369
Q9RJ37	SCO1831
Q9L098	SCO2448
Q9ACQ8	SCP1.260
Q93J38	SCO3968
Q9F381	SCO4407
Q9AD01	SCP1.150c
Q9F2Y4	SCO4363
O88046	SCO1586
Q9KZE6	SCO7007
Q9K3I3	SCO1257
Q9X8H5	SCO3395
Q9Z4Z0	SCO3241
Q9X8V3	SCO3917
Q9L0T7	SCO4507
Q9RKF3	SCO3484
Q93JC2	SCO7474
Q9XAF8	SCO5309
Q8CJR7	SCO5332
Q9S2N8	SCO2199
Q93JI2	SCO1980
Q9AK58	SCO4059
Q8CJI6	SCO5677
Q9FCM2	SCO7792
Q9L0Y8	SCO1471
Q9K3G4	SCO1277
Q9RDP6	SCO2391
Q9EWI6	SCO7598
Q9FCJ4	SCO5194
Q9L0A9	SCO2437
Q9XAK1	SCO3601
Q9L2B3	SCO5407
Q9FBJ0	SCO5168
O86582	SCO5487
Q9KXY7	SCO2428
Q9KYV9	SCO3186
Q9ACX8	SCP1.173
Q9X8X6	SCO3694
Q9L1G5	SCO2613
Q93JB6	SCO7480
Q9RJ39	SCO1829
Q9RKK4	SCO4080
Q9X8Q8	SCO3641
Q9F2M4	SCO3757
Q9F3Q5	SCO7632
Q9XA98	SCO0827
Q9RJY3	SCO1187
Q9RIV1	SCO0955
Q9XA20	SCO3844
O69899	SCO5611
Q93RX6	SCO6296
Q9L017	SCO2296
Q9Z4W1	SCO3223
Q8CJW8	SCO3394
Q9RK73	SCO0537
O86827	SCO5672
Q9KZZ4	SCO4432
Q9S2A0	SCO1730
Q9X7P2	SCO6736
Q9RK83	SCO0526
Q9L0M9	SCO4631
Q9RJI0	SCO0559
O86809	SCO5749
O88066	SCO1609
Q9FBJ9	SCO5159
Q9ADI8	SCO2238
Q9FBM5	SCO5054
Q9KZT4	SCO2867
Q9KY64	SCO4800
Q9ACU0	SCP1.213c
Q9RIZ2	SCO0173
Q9L279	SCO1530
Q9AD58	SCP1.92
Q9L0S0	SCO4524
Q93JJ9	SCO4995
Q9L1R1	SCO6853
Q9KZX8	SCO4448
Q9X8J6	SCO3417
Q93JC7	SCO7469
Q9ZC14	SCO6499
Q9RDI7	SCO2739
Q9K3M2	SCO1038
O86803	SCO4764
Q9EWL6	SCO7774
Q9RKJ1	SCO4095
Q9KZC0	SCO6969
Q9X7P3	SCO6737
Q9S2M4	SCO2120
Q9RKT2	SCO6260
Q8CJS8	SCO4816
O69896	SCO5608
Q9KYB4	SCO6919
Q9K491	SCO5232
Q9RDB4	SCO2837
Q9ACR3	SCP1.255c
O69999	SCO5823
Q9ADQ1	SCO4004
Q9X8Z3	SCO3711
Q9AK16	SCO7712
Q9K3Q2	SCO1096
Q9L1R9	SCO2939
Q9KXZ1	SCO2424
Q9S2R4	SCO2172
Q9KYB5	SCO6918
Q9L256	SCO2665
Q9F2W8	SCO4593
Q9ADC8	SCO5339
Q9XAJ8	SCO3604
Q9RKE6	SCO3492
Q9X8X8	SCO3696
O69985	SCO5809
Q9RDQ2	SCO2382
Q9RD10	SCO0901
Q9L176	SCO7401
Q9FCL4	SCO7800
Q9X858	SCO3502
Q9L123	SCO7437
Q9X8L0	SCO3431
Q9RKY9	SCO1431
Q9RKP2	SCO2286
Q9KYV6	SCO3189
Q9KYE2	SCO4128
Q9FBM9	SCO5050
Q9XAF7	SCO5308
Q9ACV0	SCP1.203c
Q9S230	SCO1770
O88067	SCO1610
Q9RJA5	SCO0659
Q93JC6	SCO7470
Q9K456	SCO7229
Q9KY88	SCO5014
Q9F3E4	SCO7613
Q9X899	SCO3523
Q9RD78	SCO0799
Q9K474	SCO7211
Q9AJY4	SCO7746
Q9KZU0	SCO4162
Q93RY8	SCO6003
Q9X9V9	SCO1913
Q9FBS7	SCO7165
Q9EX02	SCO1124
Q9X924	SCO3559
Q8CK71	SCO0020
Q9FBI9	SCO5169
Q9RI68	SCO0109
Q9ACW0	SCP1.191
Q9RKG8	SCO3464
Q9Z537	SCO6135
Q7AKD3	SCO7336
Q9S2H8	SCO2903
Q9XAD4	SCO1922
Q9L178	SCO7399
Q9FBI4	SCO5175
Q93J49	SCO3054
Q9K4B7	SCO5394
Q9RJU7	SCO0363
Q9KYE0	SCO4130
Q9KYX2	SCO3009
O86797	SCO4756
Q9S216	SCO1784
Q9L1E1	SCO5464
Q9KXW2	SCO4279
Q9RD93	SCO2858
Q9K482	SCO7203
Q9X848	SCO3387
Q9ADJ6	SCO7463
Q9AD28	SCP1.122
Q9K3G1	SCO1280
Q9S2W1	SCO2095
O86755	SCO5644
Q9RCW7	SCO0943
Q9RJQ5	SCO0585
Q9L033	SCO7022
Q9F3M9	SCO7658
Q9KY33	SCO2357
Q8CJW4	SCO3500
Q9S2M3	SCO2121
Q9RD02	SCO0909
Q9L111	SCO1448
Q9L2I0	SCO2503
Q9ZBU2	SCO6146
Q9RKM7	SCO4100
Q9RJS9	SCO0407
O86708	SCO6526
Q9KYP8	SCO4484
Q9RDL9	SCO2567
Q9X8L2	SCO3433
Q9S1S2	SCO0070
Q9F2P4	SCO3106
Q9RI35	SCO0213
Q9RIY2	SCO0183
O69813	SCO6419
Q9F2U0	SCO4622
O54111	SCO5915
Q9L161	SCO7454
Q9ZBU0	SCO6148
Q9F2S3	SCO4466
Q9F2T0	SCO4459
Q9RKY5	SCO1426
Q9L1A7	SCO1574
O70001	SCO5825
Q9RJ98	SCO0667
Q9RJP6	SCO0594
Q9S1R6	SCO0225
Q9FCE5	SCO4225
Q9F2X8	SCO4583
Q9L1Q8	SCO6856
Q9RDS2	SCO2245
Q9K4F5	SCO4185
Q9K3U9	SCO4396
Q9S2Y6	SCO2029
Q9K3N5	SCO1025
Q9FC60	SCO7126
Q9S2J4	SCO2009
Q93IX2	SCO1298
Q9AK73	SCO4044
Q8CK03	SCO2206
Q9EWX4	SCO1752
Q9X8C7	SCO3254
Q9RCZ6	SCO0914
Q9KZI8	SCO1157
Q9KZ31	SCO2200
Q93RS5	SCO6319
Q9F333	SCO5137
Q9X8A8	SCO3532
Q9ACZ3	SCP1.158
Q9X8N2	SCO3376
Q9ACU5	SCP1.208
Q9X8Q3	SCO3636
Q9RL23	SCO0294
O54192	SCO5963
Q9FBX6	SCO7808
Q93IV3	SCO1317
Q9EWP3	SCO7684
Q9KXJ3	SCO2327
Q9ADF1	SCO6112
Q9S2I2	SCO2021
Q9KZS5	SCO2876
Q9L0K0	SCO4665
Q9F336	SCO5134
Q9XA43	SCO3570
Q8CJJ1	SCO7753
Q9ZBP8	SCO5581
Q9AK74	SCO4043
Q9X8Z0	SCO3708
Q9ACX4	SCP1.177
Q9RDP4	SCO2393
Q9K2W6	SCO1276
Q9F2Z8	SCO4349
Q9K3X3	SCO4371
Q9RKB1	SCO3176
Q9L227	SCO6805
Q93RZ6	SCO0574
Q9KYH5	SCO2697
O86630	SCO6361
Q9AJX2	SCO1805
Q9ACY0	SCP1.171
Q9KZ63	SCO3085
Q9KXT5	SCO4306
O69845	SCO6015
Q9X8G4	SCO3340
Q9KY34	SCO2356
Q9RJN6	SCO0608
Q9KYE5	SCO4125
Q9X9X8	SCO1894
Q9EWJ8	SCO1441
Q9EX55	SCO6272
Q9RL37	SCO0450
Q9EX41	SCO0997
Q9L2K8	SCO0695
Q9RIV7	SCO0949
Q9K4J8	SCO7316
Q9AD95	SCO1672
Q9S1T2	SCO0060
Q9ZC17	SCO6496
Q93JI4	SCO1978
Q9L020	SCO2293
Q9RKC4	SCO3163
Q9X8R0	SCO3643
Q9L1A6	SCO1575
Q9L1Q2	SCO6863
Q9RK09	SCO0497
Q9L0I4	SCO4773
Q9K4G3	SCO4175
Q9X8M8	SCO3371
Q8CJN2	SCO6365
Q9XA87	SCO0838
Q9L0I5	SCO4772
Q9FBJ5	SCO5163
Q9X852	SCO3391
Q9KXL5	SCO4342
Q9RJC5	SCO0768
Q9K3M3	SCO1037
Q9KZ36	SCO7096
Q9EWV9	SCO4927
Q9F2X0	SCO4591
Q93J98	SCO7499
Q9F3G1	SCO4539
O86586	SCO6221
Q9K3R8	SCO3146
O86721	SCO6539
Q9KZW1	SCO4140
Q9S2Q2	SCO2184
Q8VWD7	SCP2.15c
Q9FBP1	SCO5036
Q9RL01	SCO0317
O86654	SCO5735
Q9X8C9	SCO3256
Q9F3L9	SCO5242
Q9FCI8	SCO5200
Q93J34	SCO3973
Q9X835	SCO6068
Q9L1Y9	SCO2646
O86569	SCO5474
Q9X7S6	SCO7274
Q9S2A3	SCO1727
Q9S260	SCO1692
Q9S1U4	SCO0048
Q9S6T8	SCO3373
Q93J41	SCO3965
Q8CJL4	SCO6975
O54115	SCO5919
O69937	SCO6409
O69916	SCO6384
Q9EWE1	SCO4866
Q7AKS0	SCO0666
Q9FC32	SCO7052
Q9L1L7	SCO5427
Q9RL28	SCO0459
Q9KY30	SCO2360
Q9RKW1	SCO6215
Q9ZBT4	SCO6154
Q9AD13	SCP1.137c
Q9AD04	SCP1.146
Q9X8S3	SCO3656
Q9X8N1	SCO3375
Q9RKM9	SCO4098
Q9KY68	SCO4796
Q9S1V2	SCO0040
Q9L1P6	SCO6869
Q9FC97	SCO1216
Q9FCI5	SCO5203
Q9F2N3	SCO3117
O86649	SCO5730
Q9F3K1	SCO5264
Q9RJF6	SCO0478
Q9RL62	SCO0424
Q8VWD5	SCP2.17c
Q9L295	SCO1512
Q93RY2	SCO6290
Q9KXR4	SCO1485
Q9RD07	SCO0904
Q9AK32	SCO4894
Q8CJQ2	SCO5896
Q9RD96	SCO2855
Q9FCG9	SCO4200
Q9KZC6	SCO6963
O69904	SCO5616
Q53873	SCO4733
Q9X8S9	SCO3893
Q9Z5A2	SCO6200
Q9RKU2	SCO6250
Q9Z586	SCO5493
Q9ADI2	SCO6081
Q9K434	SCO1065
Q9F2R5	SCO4474
Q9S2P0	SCO2196
Q9L0E3	SCO4699
Q9L0P8	SCO4243
Q9F3K5	SCO5260
Q9KYT2	SCO5683
Q9EWW4	SCO4938
Q9X8G7	SCO3343
Q9X7V3	SCO6758
Q9X902	SCO3720
Q9L1S5	SCO2970
O86563	SCO5468
Q9X8D6	SCO3263
Q9KYH8	SCO2694
Q9K442	SCO1057
O86832	SCO5667
Q9RCZ5	SCO0915
Q9FBK7	SCO5151
Q93JH6	SCO1986
Q9AK41	SCO4885
Q93JB7	SCO7479
Q9AD79	SCO4929
Q9EWM1	SCO7768
Q9S2M0	SCO2124
Q93J57	SCO0987
Q9KXM9	SCO4328
Q9RI80	SCO0096
Q9S2Y5	SCO2030
O86839	SCO5742
O54104	SCO5908
Q9RDQ3	SCO2381
Q9KZU6	SCO4155
Q9S2D2	SCO0281
Q9L0P0	SCO4251
O86664	SCO6372
Q9X8Q4	SCO3637
Q8CJR0	SCO5584
Q8CJK8	SCO7173
Q9X8U1	SCO3905
Q9S1T3	SCO0059
Q9F3C0	SCO7555
Q9KXW8	SCO4273
Q9WX17	SCO3317
O88056	SCO1596
O87855	SCO6600
O86577	SCO5482
Q9KZS4	SCO2877
Q9KY84	SCO5018
Q9XAB3	SCO0812
Q9L1X2	SCO6839
Q9EWK6	SCO7787
Q9F325	SCO3793
Q9KXY1	SCO3867
Q9XAF2	SCO5303
Q9S1X1	SCO0021
Q9L0N9	SCO4252
Q9ZBN2	SCO6177
Q9RKP9	SCO2279
Q9Z539	SCO6133
Q9KZR3	SCO2888
Q9ADC0	SCO5348
Q9F3C5	SCO7550
Q9Z4W6	SCO3215
Q9L140	SCO7419
Q8CJW5	SCO3465
Q9RJS0	SCO0416
Q9RJ43	SCO1825
Q9RJ67	SCO1634
Q9S2P1	SCO2195
Q9S1T6	SCO0056
Q9L177	SCO7400
Q9KYK0	SCO6941
Q9F2Y6	SCO4361
Q9L112	SCO1447
O86540	SCO6606
Q9ZBK1	SCO6473
Q9S1W3	SCO0029
Q9S226	SCO1774
Q9FCG2	SCO4207
Q9S2D0	SCO0283
Q9ACU3	SCP1.210c
Q9L1L1	SCO5433
Q9RDS1	SCO2246
Q9RJW1	SCO0349
Q9K3W7	SCO4377
Q9KXH9	SCO2341
Q9FBQ8	SCO5288
O54194	SCO5965
Q9RJB0	SCO0654
Q9KZD7	SCO6952
Q9RK66	SCO0544
Q9S2V4	SCO2102
Q9L027	SCO7028
Q9KY57	SCO4807
Q9FBN7	SCO5041
Q9XAI6	SCO3616
Q9RKW0	SCO6216
Q9RJM4	SCO0507
Q9RI60	SCO0118
Q9X9X2	SCO1900
Q9F2K6	SCO3775
O86603	SCO6334
Q9L0T1	SCO4513
Q9S293	SCO1737
Q9ACX2	SCP1.179
O86738	SCO5661
Q9RDE1	SCO2550
Q9X859	SCO3503
Q93JF0	SCO5977
Q9AD94	SCO1673
Q9KYN3	SCO7352
Q9KZF3	SCO7000
Q93RX4	SCO6298
Q9S2W2	SCO2094
Q9RKJ8	SCO4088
Q9X7Q2	SCO6746
O86792	SCO4751
Q9KZ25	SCO2212
Q9RCW9	SCO0941
Q9F3M0	SCO5241
Q9KYI5	SCO2687
Q9L057	SCO2978
Q9L0L8	SCO4642
Q9L169	SCO7446
Q9KXZ9	SCO7344
Q9F312	SCO2622
Q9RJ11	SCO0154
Q9RJS2	SCO0414
Q9KY14	SCO7324
Q9RDQ6	SCO2378
Q9KY97	SCO5005
Q9RD03	SCO0908
Q9X893	SCO3301
O86670	SCO6378
Q9FBW9	SCO7816
Q9RD48	SCO0635
Q9AK48	SCO4878
Q9L1W5	SCO6846
O86746	SCO5653
Q9S2C9	SCO0284
Q9KYC8	SCO6902
Q9RK72	SCO0538
Q9KXW9	SCO4272
Q9L230	SCO6802
Q9KY37	SCO2353
Q9RD29	SCO0881
Q9EX13	SCO1113
O69906	SCO5618
Q9L0T4	SCO4510
Q9ACP3	SCP1.275
Q9L0P3	SCO4248
Q9RIU8	SCO0958
Q9KXU8	SCO4293
Q9KY41	SCO2349
Q9KY73	SCO4791
Q9L1A8	SCO1573
Q9L1T5	SCO2960
Q9ZBI3	SCO6491
Q9KYA0	SCO5002
Q9RD05	SCO0906
Q9KZ01	SCO7528
O54165	SCO5936
O50508	SCO5834
Q93JF5	SCO5972
Q9F2Z9	SCO4348
Q9RJB5	SCO0649
Q9K3P3	SCO1105
Q9KZD5	SCO6954
Q9KXK8	SCO2312
Q93JF6	SCO5971
Q9RI61	SCO0117
Q9X836	SCO6069
O86541	SCO6607
Q9RD00	SCO0911
Q9RDK8	SCO2578
