Rxn,Rxn Name,Rxn KEGG ID,Reversibility in model,dG0_prime,dG0_prime_std,dGm_prime,dGm_prime_std
KARA1,"2,3-dihydroxy-isovalerate:NADP+ oxidoreductase (isomerizing);(R)-2,3-dihydroxy-3-methylbutanoate isomeroreductase",R04439,reversible,21.63305268027659,0.6662349821002718,21.63305268027659,0.6662349821002718
KARA1i,acetohydroxy acid isomeroreductase,R04439,forward,-21.63305268027659,0.6662349821002718,-21.63305268027659,0.6662349821002718
KARI,(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing),R05069,reversible,0.00042011770133854043,0.0,0.00042011770133854043,0.0
KARI_23dhmb,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",R04440,reversible,21.63334757030043,0.6662349821002718,21.63334757030043,0.6662349821002718
KARI_23dhmp,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)",R05068,reversible,21.633618439499543,0.6662349821002718,21.633618439499543,0.6662349821002718
KARI_3hmoa,(S)-2-Acetolactate methylmutase,R05071,reversible,0.00029489002383797924,0.0,0.00029489002383797924,0.0
KHK,D-fructose 1-phosphotransferase,R00866,forward,-15.484594130035475,1.4391099170806292,-15.484594130035475,1.4391099170806292
KYN,kynureninase,R00987,forward,-54.1994125373121,1.8400560827012464,-71.31425007203313,1.8400560827012464
LACZ,b-galactosidase,R01100,forward,-10.89017886547424,1.5403979874186877,-28.005016400195274,1.5403979874186877
LCADi,lactaldehyde dehydrogenase,R01446,forward,-45.83646574648131,2.1850056739375323,-45.83646574648131,2.1850056739375323
LCYB,lycopene beta cyclase;gamma-carotene beta-cyclase;gamma-carotene beta- cyclase,R03824,forward,-207.97999999999956,8.44360319524625,-207.97999999999956,8.44360319524625
LCYG,lycopene beta cyclase;lycopene beta-cyclase;trans lycopene beta- cyclase;trans -lycopene beta-cyclase,R05341,forward,-207.98999999999978,8.44360319524625,-207.98999999999978,8.44360319524625
LDH_D,D-lactate dehydrogenase,R00704,reversible,24.413976989577463,2.1130179690331974,24.413976989577463,2.1130179690331974
LEUTA,leucine transaminase,R01090,forward,1.1752343040082565,1.592233899065259,1.1752343040082565,1.592233899065259
LFORKYNHYD,L-Formylkynurenine hydrolase,R03936,forward,-54.19096496525884,1.8400560827012464,-71.30580249997988,1.8400560827012464
LLEUDr,L-leucine:NAD+ oxidoreductase (deaminating),R01088,forward,36.7569862048676,1.6778652724564906,19.642148670146568,1.6778652724564906
LTHRK,threonine-phosphate synthase,R06531,forward,4.9164604842683275,7.4051772553330055,4.9164604842683275,7.4051772553330055
LYSDC,lysine decarboxylase,R00462,forward,-33.725610985280866,10.952202840056984,-50.8404485200019,10.952202840056984
LYXI,Lyxose isomerase,R01906,forward,12.748122491440427,7.422798481666589,12.748122491440427,7.422798481666589
LYXID,D-lyxose ketol-isomerase,R01898,reversible,-2.87811329451921,1.8458295442112769,-2.87811329451921,1.8458295442112769
MACACI,maleylacetoacetate isomerase,R03181,forward,-0.0001050423414881152,0.0,-0.0001050423414881152,0.0
MACCOAT,acetyl-CoA C-acetyltransferase,R00927,reversible,-32.15340439596844,8.559254358818253,-32.15340439596844,8.559254358818253
MALEI,Maleate cis-trans-isomerase,R01087,reversible,-6.188690625744357,3.1931823612674313,-6.188690625744357,3.1931823612674313
MALPYRISO,maleylpyruvate cis-trans isomerase;maleylpyruvate isomerase,R03868,forward,-7.89647593819609e-05,0.0,-7.89647593819609e-05,0.0
MALS,malate synthase,R00472,forward,-32.707600107356484,2.3281418635079683,-32.707600107356484,2.3281418635079683
MALT,alpha-glucosidase,R00028,forward,-14.560177945517466,1.944799206032801,-31.6750154802385,1.944799206032801
MALTATr,maltose O-acetyltransferase,R01556,reversible,-2.672403458421286,7.524098647901661,-2.672403458421286,7.524098647901661
MAN1PPP,mannose-1-phosphate phosphatase;mannitol-1-phosphatase,R02167,forward,-10.921619913542116,1.8453318019611933,-28.03645744826315,1.8453318019611933
MAN1PT,mannose-1-phosphate guanylyltransferase,R00885,forward,-3.8358922641757545,3.1252717860522483,-3.8358922641757545,3.1252717860522483
MAN6PI,mannose-6-phosphate isomerase,R00772,reversible,-0.6554649180975503,1.2544223076367977,-0.6554649180975503,1.2544223076367977
MBCOA2,Butyryl-CoA dehydrogenase,R03172,forward,10.697731943805366,5.73112352691045,10.697731943805366,5.73112352691045
MBCOAi,acyl-CoA dehydrogenase (Isovaleryl-CoA),R04095,forward,42.34967309355761,6.567113012875085,42.34967309355761,6.567113012875085
MCCC,methylcrotonoyl-CoA carboxylase,R04138,forward,-9.11271967345806,1.6478496583024782,-9.11271967345806,1.6478496583024782
MCPST,3-mercaptopyruvate:cyanide sulfurtransferase,R03106,reversible,-79.1397157552014,14.754932584405086,-79.1397157552014,14.754932584405086
MCSNAH,5-Methylcytosine aminohydrolase,R01411,forward,-24.761215173503132,8.07101476268686,-41.876052708224165,8.07101476268686
MDH,malate dehydrogenase,R00342,reversible,30.335226495137476,0.4223757540405952,30.335226495137476,0.4223757540405952
ME1,malic enzyme (NAD),R00214,forward,4.564898905597431,7.601743679518801,-12.549938629123602,7.601743679518801
ME2,malic enzyme (NADP),R00216,forward,5.554251067920916,7.61041804639244,-11.560586466800117,7.61041804639244
MELTGH,melibiitol galactohydrolase,R02926,forward,1.5398217972904717,7.400477162315112,-15.575015737430562,7.400477162315112
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,R05633,forward,-4.730075688587021,4.699808395396272,-4.730075688587021,4.699808395396272
METB1,cystathionine gamma-synthase,R03217,reversible,-69.17637183021284,4.146569541140966,-69.17637183021284,4.146569541140966
METS,methionine synthase,R00946,forward,-10.091835758326443,8.466692022138025,-10.091835758326443,8.466692022138025
MGCH,methylglutaconyl-CoA hydratase,R02085,reversible,-3.178496908368743,1.5583716984777218,-3.178496908368743,1.5583716984777218
MHPGLUT,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,R04405,forward,-72.62695006989937,7.225426312888202,-72.62695006989937,7.225426312888202
MI1PP,myo-inositol 1-phosphatase,R01185,forward,-20.69134131497458,8.779546622517874,-37.80617884969561,8.779546622517874
MI1PS2,myo-Inositol-1-phosphate synthase,R07324,forward,-50.28914904280555,8.413495282493077,-50.28914904280555,8.413495282493077
MI3PP,myo-inositol-3-phosphate monophosphatase;inositol monopohsphatase;inositol-1(or 4)-monophosphatase;myo-inositol 3-phosphate monophosphatase;inositol monophosphatase,R01187,forward,-20.69134131497458,8.779546622517874,-37.80617884969561,8.779546622517874
MMCOAL,Aldehyde dehydrogenase (NAD+),R03383,forward,-5.085666046376446,7.848268218533464,-5.085666046376446,7.848268218533464
MME,methylmalonyl-CoA epimerase,R02765,reversible,0.0,2.9601378257038773,0.0,2.9601378257038773
MMM,methylmalonyl-CoA mutase,R00833,reversible,7.570112933171913,2.2975454639832487,7.570112933171913,2.2975454639832487
MMSAD3,methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde),R00705,forward,-32.98820851307363,8.734072197894793,-32.98820851307363,8.734072197894793
MMSAD5,"methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde, non-decarboxylating)",R03381,forward,-9.026952858579989,7.843759399536473,8.087884676141044,7.843759399536473
MMTSAO,methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde),R00935,forward,-37.08104332744318,10.610811749245093,-37.08104332744318,10.610811749245093
MNLDH2,mannitol 2-dehydrogenase,R00868,forward,10.431079284125929,1.4593285054438256,10.431079284125929,1.4593285054438256
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,R01226,forward,5.449964237635271,10.581401175435653,5.449964237635271,10.581401175435653
MSHS,mycothiol synthase,R09622,forward,-20.411434799751305,1.5929130387853665,-20.411434799751305,1.5929130387853665
MTAN,methylthioadenosine nucleosidase,R01401,forward,-11.720807988726861,5.093608622878065,-28.835645523447894,5.093608622878065
MTAP,5'-methylthioadenosine phosphorylase,R01402,forward,11.351143034977781,3.1711725706764193,11.351143034977781,3.1711725706764193
MTFHSs,Tetrahydrofolate:formaldehyde condensation (spontaneous),R09093,forward,-25.359877957789564,2.8705691594798184,-8.24504042306853,2.8705691594798184
MTHFC,methenyltetrahydrofolate cyclohydrolase,R01655,reversible,-5.004548985404853,2.300646796948205,-5.004548985404853,2.300646796948205
MTHFD,methylenetetrahydrofolate dehydrogenase (NADP),R01220,reversible,9.907812873441799,2.723894897743186,9.907812873441799,2.723894897743186
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",R07168,forward,-37.90854675611399,7.2416031525005815,-37.90854675611399,7.2416031525005815
MTHFR3_1,Methylenetetrahydrofolate reductase (NADPH),R01224,forward,-38.89789891843748,7.245105526784088,-38.89789891843748,7.245105526784088
MTI,maltose trehalose isomerase,R01557,reversible,2.899821469049357,1.8367905126362274,2.899821469049357,1.8367905126362274
MTRI,5-methylthioribose-1-phosphate isomerase,R04420,reversible,-7.157127124790691,5.1001597592040016,-7.157127124790691,5.1001597592040016
MUCCY,"3-carboxy-cis,cis-muconate cycloisomerase",R03307,forward,7.699904560758341,3.562959478174431,7.699904560758341,3.562959478174431
MYCTR,mycothiol reductase (nadp dependent),R05716,reversible,18.931268591849857,7.676224785525385,36.04610612657089,7.676224785525385
NADDP,NAD diphosphatase,R00103,forward,-36.008027937635234,3.295189897456384,-53.12286547235627,3.295189897456384
NADH10b,NADH dehydrogenase (menaquinone-9 & 0 protons),R02964,forward,-48.64008544205353,5.552527678989209,-48.64008544205353,5.552527678989209
NADH2r,NADH dehydrogenase (ubiquinone),R02163,forward,-84.71537604224704,6.792823448189073,-84.71537604224704,6.792823448189073
NADK,NAD kinase,R00104,forward,-11.830602557039356,3.1061618742621366,-11.830602557039356,3.1061618742621366
NADS1,NAD synthase (nh3),R00189,forward,-16.282908720863418,9.909910928334286,-16.282908720863418,9.909910928334286
NADS2,NAD synthase (glutamine-hydrolysing),R00257,forward,-27.710799119423456,9.586843708466027,-44.82563665414449,9.586843708466027
NADTRHD,NAD transhydrogenase,R00112,forward,-0.989352162323712,0.3395535601688384,-0.989352162323712,0.3395535601688384
NAMNPP,nicotinic acid mononucleotide pyrophosphorylase,R01724,forward,-28.455195376944175,4.837178980605304,-45.57003291166521,4.837178980605304
NDPK1,nucleoside-diphosphate kinase (ATP:GDP),R00330,reversible,-2.4705265516265627,1.3455202742936545,-2.4705265516265627,1.3455202742936545
NDPK2,nucleoside-diphosphate kinase (ATP:UDP),R00156,reversible,-2.3417326210555984,1.2750526244727287,-2.3417326210555984,1.2750526244727287
NDPK3,nucleoside-diphosphate kinase (ATP:CDP),R00570,reversible,-0.4637915321914079,2.340260382994026,-0.4637915321914079,2.340260382994026
NDPK4,nucleoside-diphosphate kinase (ATP:dTDP),R02093,reversible,2.8628200530768027,2.6236828888089008,2.8628200530768027,2.6236828888089008
NDPK6,nucleoside-diphosphate kinase (ATP:dUDP),R02331,reversible,1.7968117934312886,0.5821872891068314,1.7968117934312886,0.5821872891068314
NDPK7,nucleoside-diphosphate kinase (ATP:dCDP),R02326,reversible,4.338870354297114,8.344717138168111,4.338870354297114,8.344717138168111
NDPK8,nucleoside-diphosphate kinase (ATP:dADP),R01137,reversible,3.1301302723591107,1.4571926125136347,3.1301302723591107,1.4571926125136347
NDPK9,nucleoside-diphosphate kinase (ATP:IDP),R00722,reversible,3.7279402519000087,1.4724687639043845,3.7279402519000087,1.4724687639043845
NMNAT,nicotinamide-nucleotide adenylyltransferase,R00137,forward,1.5588664885915477,3.1252718861732007,1.5588664885915477,3.1252718861732007
NMNDA,NMN amidohydrolase,R02322,forward,5.0169646498061695,6.251699814245298,-12.097872884914864,6.251699814245298
NMNHYD,Adenosine kinase,R02323,forward,-5.692598979554987,5.059309834409263,11.422238555166047,5.059309834409263
NNAM,nicotinamidase,R01268,forward,-6.555469387524795,4.386844500010196,-23.670306922245828,4.386844500010196
NNATr,nicotinate-nucleotide adenylyltransferase,R03005,forward,-21.624350889394464,8.078647296036488,-21.624350889394464,8.078647296036488
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,R04148,forward,-21.526473312506823,5.1286342142120205,-21.526473312506823,5.1286342142120205
NNDPR,nicotinate-nucleotide diphosphorylase (carboxylating),R03348,forward,-31.378539637800657,11.995383607500063,-48.49337717252169,11.995383607500063
NODOx,nitric oxide dioxygenase,R05724,forward,-455.7340871693208,25.81783153845868,-421.5044120998787,25.81783153845868
NODOy,nitric oxide dioxygenase,R05725,forward,-456.7234393316445,25.818814132801737,-422.49376426220243,25.818814132801737
NP1,Purine-nucleoside phosphorylase,R02295,forward,-4.240884797187114,8.153274680981477,-4.240884797187114,8.153274680981477
NPHS,naphthoate synthase,R04150,forward,-99.41436236331128,9.659718673108774,-116.52919989803232,9.659718673108774
NT5C,Nicotinate D-ribonucleotide phosphohydrolase,R03346,forward,25.31469204437181,7.880580144148414,42.42952957909284,7.880580144148414
NTD10e,5'-nucleotidase (XMP),R02719,forward,-12.120693559578257,7.780926225095751,-29.23553109429929,7.780926225095751
NTD11e,5'-nucleotidase (IMP),R01126,forward,-5.570831678679724,1.9267661739801871,-22.685669213400757,1.9267661739801871
NTD1e,5'-nucleotidase (dUMP),R02102,forward,-13.634763582158229,0.7327141857603083,-30.749601116879262,0.7327141857603083
NTD2e,5'-nucleotidase (UMP),R00963,forward,-9.993103408255166,4.202990272960027,-27.1079409429762,4.202990272960027
NTD3e,5'-nucleotidase (dCMP),R01664,forward,-15.96439462761927,8.336519503809063,-33.079232162340304,8.336519503809063
NTD4e,5'-nucleotidase (CMP),R00511,forward,-15.407626371815354,2.8054305334942238,-32.52246390653639,2.8054305334942238
NTD5e,5'-nucleotidase (dTMP),R01569,forward,-11.737321341865853,3.0177263759335107,-28.852158876586884,3.0177263759335107
NTD6e,5'-nucleotidase (dAMP),R02088,forward,-16.794379502288166,2.6089743571495196,-33.9092170370092,2.6089743571495196
NTD7e,5'-nucleotidase (AMP),R00183,forward,-14.19717819801042,1.48712540631926,-31.312015732731453,1.48712540631926
NTD9e,5'-nucleotidase (GMP),R01227,forward,-5.872813767226177,3.4314584354723467,-22.98765130194721,3.4314584354723467
NTP1,nucleoside-triphosphatase (ATP),R00086,forward,-26.392793497648455,0.6071670688297083,-43.50763103236949,0.6071670688297083
NTP10,nucleoside-triphosphatase (ITP),R00719,forward,-30.120733749548464,1.569214513375131,-47.2355712842695,1.569214513375131
NTP3,nucleoside-triphosphatase (GTP),R00335,forward,-23.922266946021892,1.4640045235011574,-41.037104480742926,1.4640045235011574
NTP5,nucleoside-triphosphatase (CTP),R00569,forward,-25.929001965457047,2.481722876071334,-43.04383950017808,2.481722876071334
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),R03531,forward,-39.68565277477367,1.5420092183584397,-56.800490309494705,1.5420092183584397
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),R02720,forward,-39.672249305445604,1.5420092183584397,-56.78708684016664,1.5420092183584397
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),R00426,forward,-31.122358676830373,2.128345780436029,-48.23719621155141,2.128345780436029
NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),R01668,forward,-38.19706681129085,8.41632426822692,-55.311904346011886,8.41632426822692
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),R00515,forward,-33.33264980064294,2.726641609533227,-50.447487335363974,2.726641609533227
NTPP6,Nucleoside triphosphate pyrophosphorylase (atp),R00087,forward,-34.44916144904357,1.1408247998616956,-51.563998983764606,1.1408247998616956
NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),R11323,forward,-36.74285427030341,2.965588600902414,-53.857691805024444,2.965588600902414
NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),R00662,forward,-29.517912952862417,4.013197924127187,-46.63275048758345,4.013197924127187
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),R00720,forward,-8.212496960722802,3.1188003369285653,-25.327334495443836,3.1188003369285653
NTRIR2x,nitrite Reductase (NADH),R00787,forward,-395.53887821238675,8.238463329872507,-395.53887821238675,8.238463329872507
NTRIR2y,nitrite/sulphite reductase,R00789,forward,-398.5069346993582,8.263895971068463,-398.5069346993582,8.263895971068463
OAADC,oxaloacetate carboxy-lyase (pyruvate-forming),R00217,forward,-25.77032758953999,7.595111926917967,-42.88516512426102,7.595111926917967
OCDOR,unknown enzyme,R00744,forward,-40.792439193145384,8.007929998225118,-40.792439193145384,8.007929998225118
OCOAT1,3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate),R00410,forward,11.150185827535324,0.6605346029729668,11.150185827535324,0.6605346029729668
OCT,ornithine carbamoyltransferase (irreversible),R01398,forward,-28.91317995417444,4.794834925346531,-28.91317995417444,4.794834925346531
OCTTT,trans-octaprenyltranstransferase,R07267,forward,-72.90902367494982,3.6042258484750276,-72.90902367494982,3.6042258484750276
OHCUS,"5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate carboxy-lyase [(S)-allantoin-forming]",R06604,reversible,-87.68404420797202,8.158073994421125,-104.79888174269306,8.158073994421125
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,R05085,reversible,9.637916046037844,1.0392328639822745,9.637916046037844,1.0392328639822745
OIVD1r,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),R01651,forward,-32.29559867082861,11.230420047039901,-32.29559867082861,11.230420047039901
OIVD2,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate),R01210,forward,-33.04872247513907,10.685163336221631,-33.04872247513907,10.685163336221631
OIVD3,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),R03171,forward,-33.065608908547745,10.685163336221631,-33.065608908547745,10.685163336221631
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,R01652,forward,-27.850074040081267,10.53040802296914,-44.9649115748023,10.53040802296914
OMPDC,orotidine-5'-phosphate decarboxylase,R00965,forward,-38.32565121562692,11.206440028267586,-55.44048875034795,11.206440028267586
OP4ENH3,2-oxopent-4-enoate hydratase,R02601,forward,-0.7190551882335683,0.9595398261583835,-0.7190551882335683,0.9595398261583835
ORNDC,Ornithine Decarboxylase,R00670,forward,-52.4956441106832,11.346323266490861,-69.61048164540423,11.346323266490861
ORNTA,ornithine transaminase,R00667,forward,-20.755121991944293,8.639643552085959,-20.755121991944293,8.639643552085959
ORNTAC,ornithine transacetylase,R02282,reversible,3.112243110579982,2.9601378257038853,3.112243110579982,2.9601378257038853
ORPT,orotate phosphoribosyltransferase,R01870,reversible,-14.411279051013025,1.7904408303656318,-14.411279051013025,1.7904408303656318
OXBPTA,phosphate acetyltransferase,R00993,forward,-123.77726352229621,15.228988151882643,-123.77726352229621,15.228988151882643
OXCDC,Oxalyl-CoA decarboxylase,R01908,forward,-27.46951410794685,9.317355122579954,-44.58435164266788,9.317355122579954
OXOAEL,3-oxoadipate enol-lactone hydrolase,R02991,forward,11.486472823792013,3.925804093757438,11.486472823792013,3.925804093757438
OXPTNDH,glutarate-semialdehyde:NAD+ oxidoreductase,R02401,reversible,-38.219810012952365,1.0588997252238437,-38.219810012952365,1.0588997252238437
P5CD,1-pyrroline-5-carboxylate dehydrogenase,R00707,forward,-55.16708154000611,7.439677207198433,-55.16708154000611,7.439677207198433
P5CR,pyrroline-5-carboxylate reductase,R01251,forward,-52.04241282215375,7.44775462711418,-52.04241282215375,7.44775462711418
PAAT,polyamine aminotransferase;putrescine aminotransferase,R08714,reversible,2.4527719239877968,1.3120677918372365,2.4527719239877968,1.3120677918372365
PACCOAL,phenylacetate-CoA ligase,R02539,forward,-11.112010033073602,8.921524589716174,-11.112010033073602,8.921524589716174
PANTS,pantothenate synthase,R02473,forward,-41.371037416216154,1.9048702321770872,-41.371037416216154,1.9048702321770872
PAPPT3,"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",R05630,forward,2.661371271824919,8.699091087482161,2.661371271824919,8.699091087482161
PAPSR,phosphoadenylyl-sulfate reductase (thioredoxin),R02021,forward,-34.14647375650594,9.830501631051156,-51.261311291226974,9.830501631051156
PC,pyruvate carboxylase,R00344,forward,-4.151976818941421,1.3969257115937708,-4.151976818941421,1.3969257115937708
PC6AR,precorrin-6A reductase,R05150,forward,41.187436078068686,7.686464968084262,41.187436078068686,7.686464968084262
PCADYOX,"protocatechuate 3,4-dioxygenase",R01631,forward,-296.7700072443186,8.689432637937337,-279.65516970959754,8.689432637937337
PCFO,Butyryl-CoA dehydrogenase,R00924,forward,44.528464984354514,10.68427137670177,44.528464984354514,10.68427137670177
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",R00191,forward,-41.49512567694387,2.7202916350631288,-41.49512567694387,2.7202916350631288
PDH,pyruvate dehydrogenase,R00209,forward,-43.758949660216274,7.664589894955946,-43.758949660216274,7.664589894955946
PDH3,Pyruvate dehydrogenase (cytochrome),R03145,forward,-158.45071370504454,10.135862554749682,-175.56555123976557,10.135862554749682
PDHe3hr,Dihydrolipoamide dehydrogenase,R01698,reversible,5.229345142101465,1.246262842658959,5.229345142101465,1.246262842658959
PDX5POi,pyridoxine 5'-phosphate oxidase,R00278,forward,-94.53967314080938,10.566347726889562,-94.53967314080938,10.566347726889562
PEAMNO,Phenethylamine oxidase,R02613,forward,-78.0867113376701,10.631203888558781,-95.20154887239113,10.631203888558781
PENAM,Penicillin amidohydrolase,R04103,reversible,1.7990579873299168,1.086622405798627,-15.315779547391116,1.086622405798627
PEPCK,phosphoenolpyruvate carboxykinase (GTP),R00431,forward,4.381173517455977,7.744259227760151,-12.733664017265056,7.744259227760151
PFK,phosphofructokinase,R00756,forward,-14.96254562454692,0.8866293044358426,-14.96254562454692,0.8866293044358426
PFK_2,Phosphofructokinase,R03236,forward,-16.882052380085042,0.8125561381481559,-16.882052380085042,0.8125561381481559
PFK_3,phosphofructokinase (s7p),R01843,forward,-8.217323936211415,7.367102196307088,-8.217323936211415,7.367102196307088
PGAMT,phosphoglucosamine mutase,R02060,reversible,-2.7516888654356535,1.882711843960134,-2.7516888654356535,1.882711843960134
PGCD,phosphoglycerate dehydrogenase,R01513,forward,34.58011686271652,0.6388389798441142,34.58011686271652,0.6388389798441142
PGI,glucose-6-phosphate isomerase,R00771,reversible,2.5251577008466484,0.5967754160874962,2.5251577008466484,0.5967754160874962
PGIA,alpha-D-Glucose 6-phosphate ketol-isomerase,R02740,reversible,-0.02546491806742779,7.349388633599762,-0.02546491806742779,7.349388633599762
PGK,phosphoglycerate kinase,R01512,reversible,18.452979303494203,0.8899823716333797,18.452979303494203,0.8899823716333797
PGL,6-phosphogluconolactonase,R02035,forward,-20.92654394392028,2.628246334647966,-20.92654394392028,2.628246334647966
PGM,phosphoglycerate mutase,R01518,reversible,-4.219084253619712,0.6554195632118891,-4.219084253619712,0.6554195632118891
PGMT,phosphoglucomutase,R08639,reversible,-7.420689998837588,1.0902924161101126,-7.420689998837588,1.0902924161101126
PHACTE,phenylacetyl-CoA thioesterase,R09840,forward,-23.337151415970112,8.955091452480977,-40.451988950691145,8.955091452480977
PHCD,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase,R04444,forward,-35.10218768053443,4.683712349127863,-35.10218768053443,4.683712349127863
PHCHGS,L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde,R04443,reversible,1.8766745849231938,4.492848371304839,1.8766745849231938,4.492848371304839
PHETA1,phenylalanine transaminase,R00694,reversible,-0.4829370185030797,2.093133529802021,-0.4829370185030797,2.093133529802021
PHYCBOXL,L-Phenylalanine carboxy-lyase,R00699,forward,-38.23837453732017,10.788100210944293,-55.3532120720412,10.788100210944293
PMANM,phosphomannomutase,R01818,reversible,-4.330649278806732,1.705930271223141,-4.330649278806732,1.705930271223141
PMDPHT,pyrimidine phosphatase,R07280,forward,-14.082720823986762,0.7327141857603083,-31.197558358707795,0.7327141857603083
PMPK,phosphomethylpyrimidine kinase,R04509,forward,-4.050907463430121,8.271513657252806,-4.050907463430121,8.271513657252806
PNP,Purine-nucleoside phosphorylase,R02294,reversible,15.193972189408896,4.792335480251901,15.193972189408896,4.792335480251901
PNTK,pantothenate kinase,R03018,forward,-7.8663793764305865,9.00533204702684,-7.8663793764305865,9.00533204702684
PPA,inorganic diphosphatase,R00004,forward,-15.781668961201632,0.47240816416633147,-32.896506495922665,0.47240816416633147
PPAKr,Propionate kinase,R01353,reversible,-32.178446150256605,7.474614002136876,-32.178446150256605,7.474614002136876
PPBNGS,porphobilinogen synthase,R00036,forward,-109.5391988548298,8.24049105751901,-92.42436132010877,8.24049105751901
PPC,phosphoenolpyruvate carboxylase,R00345,forward,-28.303440463477784,7.640872639134253,-28.303440463477784,7.640872639134253
PPCDC,phosphopantothenoylcysteine decarboxylase,R03269,forward,-29.50490393741046,7.506705984644813,-46.619741472131494,7.506705984644813
PPCK,Phosphoenolpyruvate carboxykinase (ATP),R00341,forward,1.9106469658294714,7.639128086053029,-15.204190568891562,7.639128086053029
PPCOAC,propionyl-CoA carboxylase,R01859,forward,-1.868213939618272,5.40077120416899,-1.868213939618272,5.40077120416899
PPDK,"Pyruvate,phosphate dikinase",R00206,forward,19.624606603974712,1.137185762543027,19.624606603974712,1.137185762543027
PPM,phosphopentomutase,R01057,reversible,-11.671269060193936,1.7239947588397952,-11.671269060193936,1.7239947588397952
PPM2,phosphopentomutase 2 (deoxyribose),R02749,reversible,-28.88592156736786,3.6899299094774642,-28.88592156736786,3.6899299094774642
PPNCL2,phosphopantothenate-cysteine ligase,R04231,forward,-44.80576818859413,4.0901212087554955,-44.80576818859413,4.0901212087554955
PPNCL3,(R)-4'-Phosphopantothenate:L-cysteine ligase,R04230,forward,-45.92227983699479,3.380527704337232,-45.92227983699479,3.380527704337232
PPND,prephenate dehydrogenase,R01728,forward,-22.327708941063918,13.657665730896351,-39.44254647578495,13.657665730896351
PPNDH,prephenate dehydratase,R01373,forward,-80.98017469937173,13.750261208965044,-98.09501223409276,13.750261208965044
PPS,"Pyruvate,water dikinase",R00199,forward,3.842937642772654,1.160613704210959,-13.27189989194838,1.160613704210959
PPTT,trans-pentaprenyltranstransferase,R05613,forward,-72.89902389549047,3.6042258484750276,-72.89902389549047,3.6042258484750276
PPYRDC,phenylpyruvate decarboxylase,R01377,forward,-36.74435436879537,11.073184032138277,-53.859191903516404,11.073184032138277
PRAGSr,phosphoribosylglycinamide synthase,R04144,reversible,-23.106454829612403,1.851552016856323,-23.106454829612403,1.851552016856323
PRAIi,phosphoribosylanthranilate isomerase (irreversible),R03509,forward,-5.845400853909268,1.2076554255723115,-5.845400853909268,1.2076554255723115
PRASCSi,phosphoribosylaminoimidazolesuccinocarboxamide synthase,R04591,forward,-64.2811086085294,7.928289509751028,-64.2811086085294,7.928289509751028
PRDX,Peroxidase (multiple substrates),R00602,forward,-292.2698773212342,11.29599207450488,-275.15503978651316,11.29599207450488
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible),R04640,forward,-5.7469529843667715,1.2076554255723115,-5.7469529843667715,1.2076554255723115
PROD2,Proline dehydrogenase,R10507,forward,34.06491636752878,9.846142039838686,34.06491636752878,9.846142039838686
PRPPS,phosphoribosylpyrophosphate synthetase,R01049,reversible,0.35831673763061644,1.7410658756848283,0.35831673763061644,1.7410658756848283
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,R03460,reversible,-12.758253905928541,1.5597884831338023,-12.758253905928541,1.5597884831338023
PSERT,phosphoserine transaminase,R04173,forward,-11.502031130566365,0.37980104982664364,-11.502031130566365,0.37980104982664364
