Column1;Reaction ID;Reaction name;kegg.reaction;biocyc;kegg.pathway;kegg.subsystem;subsystem;curated pathway;curated subsystem
1277;MACCOAT;acetyl-CoA C-acetyltransferase;R00927;METHYLACETOACETYLCOATHIOL-RXN;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1278;MACPAL;malonyl-[acyl-carrier protein]:L-glutamine amido-ligase (AMP-forming);R11515;;Tetracycline biosynthesis;Metabolism of terpenoids and polyketides;Biosynthesis of type II polyketide backbone;;
1279;MACPD;Malonyl-ACP decarboxylase;R09482;MALONYL-ACPDECARBOX-RXN;;Lipid metabolism;Membrane Lipid metabolism;;
1280;MAHYD;methyl acetate hydrolase;;RXN-17572;;;;;
1281;MALACPMT;Malonyl-[ACP] methyltransferase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1282;MALCOAMT;malonyl-CoA:malonamoyl-[acyl-carrier protein] malonyltransferase;R11516;;['Biosynthesis of type II polyketide backbone', 'Tetracycline biosynthesis'];Metabolism of terpenoids and polyketides;Biosynthesis of type II polyketide backbone;;
1283;MALEI;Maleate cis-trans-isomerase;R01087;MALEATE-ISOMERASE-RXN;['Nicotinate and nicotinamide metabolism', 'Butanoate metabolism'];['Carbohydrate metabolism', 'Metabolism of cofactors and vitamins'];Nicotinate and nicotinamide metabolism;;
1284;MALPYRISO;"maleylpyruvate cis-trans isomerase;maleylpyruvate isomerase";R03868;MALEYLPYRUVATE-ISOMERASE-RXN;;;;;
1285;MALS;malate synthase;R00472;MALSYN-RXN;['Pyruvate metabolism', 'Glyoxylate and dicarboxylate metabolism'];Carbohydrate metabolism;Anaplerotic Reactions;;
1286;MALT;alpha-glucosidase;R00028;;Starch and sucrose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1287;MALTATr;maltose O-acetyltransferase;R01556;MALTACETYLTRAN-RXN;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1288;MALTHIK;malate thiokinase;R01256;MALATE--COA-LIGASE-RXN;;;;;
1289;MAN1PPP;"mannose-1-phosphate phosphatase;mannitol-1-phosphatase";R02167;MANNITOL-1-PHOSPHATASE-RXN;;;;;
1290;MAN1PT;mannose-1-phosphate guanylyltransferase;R00885;2.7.7.13-RXN;['Amino sugar and nucleotide sugar metabolism', 'Fructose and mannose metabolism'];Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1291;MAN6PI;mannose-6-phosphate isomerase;R00772;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1292;MANISOs;Mannose isomerase (spontaneous);;RXN-14500;;;;;
1293;MBCOA2;Butyryl-CoA dehydrogenase;R03172;;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1294;MBCOA3;Butyryl-CoA dehydrogenase;;;;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1295;MBCOAi;acyl-CoA dehydrogenase (Isovaleryl-CoA);R04095;RXN-14264;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1296;MCCC;methylcrotonoyl-CoA carboxylase;R04138;METHYLCROTONYL-COA-CARBOXYLASE-RXN;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1297;MCOALY;"malyl-CoA lyase;malyl coenzyme A lyase;(S)-malyl-CoA lyase;L-malyl CoA lyase";R00473;MALYL-COA-LYASE-RXN;;;;;
1298;MCOATA;Malonyl-CoA-ACP transacylase;R01626;MALONYL-COA-ACP-TRANSACYL-RXN;Fatty acid biosynthesis;Lipid metabolism;Membrane Lipid metabolism;;
1299;MCPST;3-mercaptopyruvate:cyanide sulfurtransferase;R03106;MERCAPYSTRANS-RXN;;Amino acid metabolism;;;
1300;MCPST2;3-Mercaptopyruvate:cyanide sulfurtransferase;R03105;;Cysteine and methionine metabolism;Amino acid metabolism;Cysteine metabolism;;
1301;MCSNAH;5-Methylcytosine aminohydrolase;R01411;;Pyrimidine metabolism;Nucleotide metabolism;Methionine metabolism;;
1302;MCTP1A;murein crosslinking transpeptidase 1A:(A2pm->D-ala);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1303;MCTP1B;murein crosslinking transpeptidase 1B:(A2pm->A2pm);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1304;MCTP2A;murein crosslinking transpeptidase 1A:(A2pm->D-ala);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1305;MDDCP1;murein D,D-carboxypeptidase (murein5px4p);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1306;MDDCP2;murein D,D-carboxypeptidase (murein5px4px4p);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1307;MDDCP3;murein D,D-carboxypeptidase (murein5p5p);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1308;MDDCP4;murein D,D-carboxypeptidase (murein5p4p);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1309;MDDCP5;murein D,D-carboxypeptidase (murein5p3p);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1310;MDDEP1;murein D,D-endopeptidase (murein4px4p);;;;Glycan biosynthesis and metabolism;Murein Recycling;;
1311;MDDEP2;murein D,D-endopeptidase (murein3px4p);;;;Glycan biosynthesis and metabolism;Murein Recycling;;
1312;MDDEP3;murein D,D-endopeptidase (murein5px4p);;;;Glycan biosynthesis and metabolism;Murein Recycling;;
1313;MDDEP4;murein D,D-endopeptidase (murein4px4px4p);;;;Glycan biosynthesis and metabolism;Murein Recycling;;
1314;MDH;malate dehydrogenase;R00342;MALATE-DEH-RXN;['Carbon fixation in photosynthetic organisms', 'Carbon fixation pathways in prokaryotes', 'Glyoxylate and dicarboxylate metabolism', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Citric Acid Cycle;;
1315;ME1;malic enzyme (NAD);R00214;1.1.1.39-RXN;['Carbon fixation in photosynthetic organisms', 'Pyruvate metabolism'];Carbohydrate metabolism;Anaplerotic Reactions;;
1316;ME2;malic enzyme (NADP);R00216;MALIC-NADP-RXN;['Carbon fixation in photosynthetic organisms', 'Pyruvate metabolism'];Carbohydrate metabolism;Anaplerotic Reactions;;
1317;MECDPDH2;2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase;;;;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
1318;MECDPDH5_2;(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized flavodoxin oxidoreductase;R10859;;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
1319;MECDPS;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;R05637;RXN0-302;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
1320;MELTGH;melibiitol galactohydrolase;R02926;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1321;MEPCT;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;R05633;2.7.7.60-RXN;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
1322;METAT;methionine adenosyltransferase;R00177;S-ADENMETSYN-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1323;METB1;cystathionine gamma-synthase;R03217;RXN-721;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1324;METOX1s;methionine oxidation (spontaneous);;;;Amino acid metabolism;Methionine metabolism;;
1325;METOX2s;methionine oxidation 2 (spontaneous);;;;Amino acid metabolism;Methionine metabolism;;
1326;METS;methionine synthase;R00946;;['One carbon pool by folate', 'Cysteine and methionine metabolism'];['Metabolism of cofactors and vitamins', 'Amino acid metabolism'];Methionine metabolism;;
1327;METSOXR1;L-methionine-S-oxide reductase;R02025;1.8.4.14-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1328;METSOXR2;L-methionine-R-sulfoxide reductase;R07608;;;Amino acid metabolism;Methionine metabolism;;
1329;METTRS;Methionyl-tRNA synthetase;R03659;;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1330;MGCH;methylglutaconyl-CoA hydratase;R02085;META:METHYLGLUTACONYL-COA-HYDRATASE-RXN;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1331;MGLYXOX;methylglyoxal oxidase;R00203;METHYL-GLYOXAL-DEHYDROG-RXN;;;;;
1332;MGSDGS;"alpha-monoglucosyldiacylglycerol synthase;1,2-diacylglycerol 3-alpha-glucosyltransferase";R02689;2.4.1.157-RXN;;;;;
1333;MHPGLUT;5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase;R04405;HOMOCYSMET-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1334;MI1PP;myo-inositol 1-phosphatase;R01185;RXN0-5408;Inositol phosphate metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1335;MI1PS;myo-Inositol-1-phosphate synthase;;;;Carbohydrate metabolism;Inositol Phosphate metabolism;;
1336;MI1PS2;myo-Inositol-1-phosphate synthase;R07324;;['Inositol phosphate metabolism', 'Streptomycin biosynthesis'];['Carbohydrate metabolism', 'Biosynthesis of other secondary metabolites'];Inositol Phosphate metabolism;;
1337;MI3PP;"myo-inositol-3-phosphate monophosphatase;inositol monopohsphatase;inositol-1(or 4)-monophosphatase;myo-inositol 3-phosphate monophosphatase;inositol monophosphatase";R01187;MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN;;;;;
1338;MLTG1;Maltodextrin glucosidase (maltotriose);;META:RXN0-5183;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1339;MLTG1e;Maltodextrin glucosidase (maltotriose);;RXN0-5183;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1340;MLTG2;Maltodextrin glucosidase (maltotetraose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1341;MLTG2e;Maltodextrin glucosidase (maltotetraose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1342;MLTG3;Maltodextrin glucosidase (maltopentaose);;META:RXN-14281;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1343;MLTG3e;Maltodextrin glucosidase (maltopentaose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1344;MLTG4;Maltodextrin glucosidase (maltohexaose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1345;MLTG4e;Maltodextrin glucosidase (maltohexaose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1346;MLTG5;Maltodextrin glucosidase (maltoheptaose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1347;MLTG5e;Maltodextrin glucosidase (maltoheptaose);;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1348;MLTP1;Maltodextrin phosphorylase (maltopentaose);;META:RXN-14284;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1349;MLTP2;Maltodextrin phosphorylase (maltohexaose);;META:RXN-14285;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1350;MLTP3;Maltodextrin phosphorylase (maltoheptaose);;META:RXN-14286;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1351;MMCOAL;Aldehyde dehydrogenase (NAD+);R03383;;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1352;MME;methylmalonyl-CoA epimerase;R02765;METHYLMALONYL-COA-EPIM-RXN;['Propanoate metabolism', 'Valine, leucine and isoleucine degradation', 'Carbon fixation pathways in prokaryotes', 'Glyoxylate and dicarboxylate metabolism'];['Carbohydrate metabolism', 'Amino acid metabolism'];Propanoate metabolism;;
1353;MMM;methylmalonyl-CoA mutase;R00833;;['Propanoate metabolism', 'Valine, leucine and isoleucine degradation', 'Carbon fixation pathways in prokaryotes', 'Glyoxylate and dicarboxylate metabolism'];['Carbohydrate metabolism', 'Amino acid metabolism'];Propanoate metabolism;;
1354;MMSAD1;methylmalonate-semialdehyde dehydrogenase;R00922;1.2.1.27-RXN;;;;;
1355;MMSAD3;methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde);R00705;RXN-2902;['Propanoate metabolism', 'Inositol phosphate metabolism', 'beta-Alanine metabolism'];['Metabolism of other amino acids', 'Carbohydrate metabolism'];Propanoate metabolism;;
1356;MMSAD5;methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde, non-decarboxylating);R03381;;Propanoate metabolism;Carbohydrate metabolism;Propanoate metabolism;;
1357;MMSYNA;MMSYNA;;RXN1A0-6143;;Biosynthesis of other secondary metabolites;Methylenomycin biosynthesis;;
1358;MMSYNB;MMSYNB;;RXN1A0-6144;;Biosynthesis of other secondary metabolites;Methylenomycin biosynthesis;;
1359;MMTSAO;methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde);R00935;;Propanoate metabolism;Carbohydrate metabolism;Propanoate metabolism;;
1360;MMYSYN1;MMYSYN1;;RXN1A0-6128;;Biosynthesis of other secondary metabolites;Methylenomycin biosynthesis;;
1361;MMYSYN2;MMYSYN2;;RXN1A0-6280;;Biosynthesis of other secondary metabolites;Methylenomycin biosynthesis;;
1362;MMYSYN3;MMYSYN3;;RXN1A0-6311;;Biosynthesis of other secondary metabolites;Methylenomycin biosynthesis;;
1363;MNLDH2;mannitol 2-dehydrogenase;R00868;MANNITOL-2-DEHYDROGENASE-RXN;Fructose and mannose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1364;MNNH;D-mannonate dehydratase;R05606;MANNONDEHYDRAT-RXN;;;;;
1365;MOADSUx;MoaD sulfuration (nadh, assumed);;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1366;MOCOS;molybdenum cofactor synthase;R09735;;Folate biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1367;MOGDS;molybdopterin guanine dinucleotide synthase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1368;MOHMT;3-methyl-2-oxobutanoate hydroxymethyltransferase;R01226;;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1369;MPAHYD;methyl parathion hydrolase;;RXN-8743;;;;;
1370;MPL;maltose phosphorylase;R01555;MALTOSE-PHOSPHORYLASE-RXN;;;;;
1371;MPML;magnesium chelatase;R03877;RXN1F-20;;;;;
1372;MPTAT;molybdopterin adenylyltransferase;R09726;;Folate biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1373;MPTG;murein polymerizing transglycosylase;;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1374;MPTG2;murein polymerizing transglycosylase 2 (three linked units);;;;Glycan biosynthesis and metabolism;Murein Biosynthesis;;
1375;MPTS;molybdopterin synthase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1376;MPTSS;molybdopterin synthase sulfurylase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1377;MSHS;mycothiol synthase;R09622;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1378;MSUCOADH;(2S)-methylsuccinyl-CoA dehydrogenase;;RXN-8959;;;;;
1379;MTAM_nh4;Aminomethyltransferase;R04125;;['One carbon pool by folate', 'Glycine, serine and threonine metabolism'];['Metabolism of cofactors and vitamins', 'Amino acid metabolism'];Glycine, serine and threonine metabolism;;
1380;MTAN;methylthioadenosine nucleosidase;R01401;METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
1381;MTAP;5'-methylthioadenosine phosphorylase;R01402;5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1382;MTBUTEMO;methyl tert-butyl ether monooxygenase;;RXN-17612;;;;;
1383;MTFHSs;Tetrahydrofolate:formaldehyde condensation (spontaneous);R09093;RXN-2881;;;;;
1384;MTHFC;methenyltetrahydrofolate cyclohydrolase;R01655;;['Carbon fixation pathways in prokaryotes', 'One carbon pool by folate'];Metabolism of cofactors and vitamins;Folate metabolism;;
1385;MTHFD;methylenetetrahydrofolate dehydrogenase (NADP);R01220;;['Carbon fixation pathways in prokaryotes', 'One carbon pool by folate'];Metabolism of cofactors and vitamins;Folate metabolism;;
1386;MTHFR2;5,10-methylenetetrahydrofolate reductase (NADH);R07168;;['Carbon fixation pathways in prokaryotes', 'One carbon pool by folate'];Metabolism of cofactors and vitamins;Folate metabolism;;
1387;MTHFR3_1;Methylenetetrahydrofolate reductase (NADPH);R01224;;One carbon pool by folate;Metabolism of cofactors and vitamins;Folate metabolism;;
1388;MTI;maltose trehalose isomerase;R01557;5.4.99.16-RXN;Starch and sucrose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1389;MTRI;5-methylthioribose-1-phosphate isomerase;R04420;5.3.1.23-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1390;MUCCY;3-carboxy-cis,cis-muconate cycloisomerase;R03307;;Benzoate degradation;Xenobiotics biodegradation and metabolism;Benzoate metabolism;;
1391;MYCARSL;mycothiol-arsenate ligase;;RXN-11187;;;;;
1392;MYCFORM;mycothiol-dependent formaldehyde dehydrogenase;R09129;1.2.1.66-RXN;;;;;
1393;MYCTR;mycothiol reductase (nadp dependent);R05716;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1394;NAACPHYD;R09269;R09269;;Biosynthesis of type II polyketide backbone;Metabolism of terpenoids and polyketides;Biosynthesis of type II polyketide backbone;;
1395;NABTNO;4-acetamidobutanal dehydrogenase;R05050;RXN-37;;;;;
1396;NADDP;NAD diphosphatase;R00103;NADPYROPHOSPHAT-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1397;NADH10b;NADH dehydrogenase (menaquinone-9 & 0 protons);R02964;;Ubiquinone and other terpenoid-quinone biosynthesis;['Metabolism of cofactors and vitamins', 'Energy metabolism'];Oxidative phosphorylation;;
1398;NADH2r;NADH dehydrogenase (ubiquinone);R02163;;;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;;
1399;NADH9;"NADH dehydrogenase(demethylmenaquinone-9; 0 protons)";;;;;;;
1400;NADHXDH;(S)-NADHX dehydratase;;RXN0-6727;;;;;
1401;NADHXE;NADHX epimerase;;RXN-12752;;;;;
1402;NADHXSs__R;R-NADHX synthetase;;RXN-12754;;;;;
1403;NADHXSs__S;S-NADHX synthetase;;RXN-12753;;;;;
1404;NADK;NAD kinase;R00104;NAD-KIN-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1405;NADPHQR4;NADPH Quinone reductase ;;;;;;;
1406;NADPHXD;(S)-NADPHX dehydratase;;RXN-13141;;;;;
1407;NADPHXE;NADPHX epimerase;;RXN-13142;;;;;
1408;NADS1;NAD synthase (nh3);R00189;;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1409;NADS2;NAD synthase (glutamine-hydrolysing);R00257;NAD-SYNTH-GLN-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1410;NADTRHD;NAD transhydrogenase;R00112;PYRNUTRANSHYDROGEN-RXN;Nicotinate and nicotinamide metabolism;['Metabolism of cofactors and vitamins', 'Energy metabolism'];Oxidative phosphorylation;;
1411;NAMNPP;nicotinic acid mononucleotide pyrophosphorylase;R01724;NICOTINATEPRIBOSYLTRANS-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1412;NCTPPRT;Nicotinate phosphoribosyltransferase;;;;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;;
1413;NDPK1;nucleoside-diphosphate kinase (ATP:GDP);R00330;GDPKIN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1414;NDPK2;nucleoside-diphosphate kinase (ATP:UDP);R00156;UDPKIN-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1415;NDPK3;nucleoside-diphosphate kinase (ATP:CDP);R00570;CDPKIN-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1416;NDPK4;nucleoside-diphosphate kinase (ATP:dTDP);R02093;DTDPKIN-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1417;NDPK5;nucleoside-diphosphate kinase (ATP:dGDP);R01857;DGDPKIN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1418;NDPK6;nucleoside-diphosphate kinase (ATP:dUDP);R02331;DUDPKIN-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1419;NDPK7;nucleoside-diphosphate kinase (ATP:dCDP);R02326;DCDPKIN-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1420;NDPK8;nucleoside-diphosphate kinase (ATP:dADP);R01137;DADPKIN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1421;NDPK9;nucleoside-diphosphate kinase (ATP:IDP);R00722;RXN-14120;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1422;NHHAAH;N-methylhydantoin amidohydrolase;R03187;3.5.2.14-RXN;;;;;
1423;NICMO;nicotine monooxygenase;;RXN66-81;;;;;
1424;NMNAT;nicotinamide-nucleotide adenylyltransferase;R00137;2.7.7.1-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1425;NMNDA;NMN amidohydrolase;R02322;NMNAMIDOHYDRO-RXN;;;;;
1426;NMNHYD;Adenosine kinase;R02323;RXN-5841;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;;
1427;NNAM;nicotinamidase;R01268;;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1428;NNATr;nicotinate-nucleotide adenylyltransferase;R03005;NICONUCADENYLYLTRAN-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Nucleotide Salvage Pathway;;
1429;NNDMBRT;Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase;R04148;DMBPPRIBOSYLTRANS-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1430;NNDPR;nicotinate-nucleotide diphosphorylase (carboxylating);R03348;QUINOPRIBOTRANS-RXN;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1431;NODOx;nitric oxide dioxygenase;R05724;;;Nucleotide metabolism;Nitrogen metabolism;;
1432;NODOy;nitric oxide dioxygenase;R05725;R621-RXN;;Nucleotide metabolism;Nitrogen metabolism;;
1433;NOR_syn;nitrite/sulphite reductase;R00790;FERREDOXIN--NITRITE-REDUCTASE-RXN;Nitrogen metabolism;Energy metabolism;Nitrogen metabolism;;
1434;NP1;Purine-nucleoside phosphorylase;R02295;;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;;
1435;NPHS;naphthoate synthase;R04150;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1436;NSHDDS;Ni-sirohydrochlorin a,c-diamide synthase;;RXN-8060;;;;;
1437;NT5C;Nicotinate D-ribonucleotide phosphohydrolase;R03346;RXN-14227;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;;
1438;NTD10e;5'-nucleotidase (XMP);R02719;XMPXAN-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1439;NTD11e;5'-nucleotidase (IMP);R01126;RXN-7607;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1440;NTD12e;5'-nucleotidase (dIMP);;;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1441;NTD1e;5'-nucleotidase (dUMP);R02102;RXN-14143;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1442;NTD2e;5'-nucleotidase (UMP);R00963;RXN-14025;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1443;NTD3e;5'-nucleotidase (dCMP);R01664;RXN0-5292;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1444;NTD4e;5'-nucleotidase (CMP);R00511;RXN-14026;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1445;NTD5e;5'-nucleotidase (dTMP);R01569;THYMIDYLATE-5-PHOSPHATASE-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1446;NTD6e;5'-nucleotidase (dAMP);R02088;RXN-14161;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1447;NTD7e;5'-nucleotidase (AMP);R00183;AMP-DEPHOSPHORYLATION-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1448;NTD8e;5'-nucleotidase (dGMP);R01968;RXN-14142;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1449;NTD9e;5'-nucleotidase (GMP);R01227;RXN-7609;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1450;NTP1;nucleoside-triphosphatase (ATP);R00086;ATPASE-RXN;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1451;NTP10;nucleoside-triphosphatase (ITP);R00719;RXN0-5073;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1452;NTP3;nucleoside-triphosphatase (GTP);R00335;RXN0-5462;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1453;NTP5;nucleoside-triphosphatase (CTP);R00569;RXN-12195;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1454;NTPP1;Nucleoside triphosphate pyrophosphorylase (dgtp);R01855;RXN0-385;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1455;NTPP10;Nucleoside triphosphate pyrophosphorylase (ditp);R03531;RXN0-1602;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1456;NTPP11;Nucleoside triphosphate pyrophosphorylase (xtp);R02720;RXN0-1603;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1457;NTPP2;Nucleoside triphosphate pyrophosphorylase (gtp);R00426;RXN-14140;Purine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1458;NTPP3;Nucleoside triphosphate pyrophosphorylase (dctp);R01668;DCTP-PYROPHOSPHATASE-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1459;NTPP4;Nucleoside triphosphate pyrophosphorylase (ctp);R00515;RXN0-383;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1460;NTPP5;Nucleoside triphosphate pyrophosphorylase (datp);;META:RXN0-384;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
