"ACOAD2f","acyl-CoA dehydrogenase (hexanoyl-CoA)","R04751","reversible","45.2 ± 17.6","revers only"
"ACOAD3f","acyl-CoA dehydrogenase (octanoyl-CoA)","R03777","reversible","46.3 ± 6.3","revers only"
"ACOAD4f","acyl-CoA dehydrogenase (decanoyl-CoA)","R04754","reversible","46.3 ± 6.3","revers only"
"ACOAD5f","acyl-CoA dehydrogenase (dodecanoyl-CoA)","R03857","reversible","46.3 ± 6.3","revers only"
"ACOAD6f","acyl-CoA dehydrogenase (tetradecanoyl-CoA)","R03990","reversible","46.3 ± 6.3","revers only"
"ACOAD7f","acyl-CoA dehydrogenase (hexadecanoyl-CoA)","R01279","reversible","48.4 ± 21.3","revers only"
"ACOAD8f","acyl-CoA dehydrogenase (octadecanoyl-CoA)","","reversible","",""
"ACOATA","Acetyl-CoA ACP transacylase","R01624","reversible","",""
"BCOATA","Butyryl-CoA-ACP transacylase","","reversible","",""
"CTECOAI6","3-cis-2-trans-enoyl-CoA isomerase","","reversible","",""
"CTECOAI7","3-cis-2-trans-enoyl-CoA isomerase","","reversible","",""
"CTECOAI8","3-cis-2-trans-enoyl-CoA isomerase","","reversible","",""
"ECOAH2","3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)","R04749","reversible","1.0 ± 5.8",""
"ECOAH3","3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)","R04746","reversible","0.7 ± 2.9",""
"ECOAH4","3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)","R04744","reversible","0.7 ± 2.9",""
"ECOAH5","3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)","R04170","reversible","0.7 ± 2.9",""
"ECOAH6","3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)","R04740","reversible","0.7 ± 2.9",""
"ECOAH7","3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)","R04738","reversible","0.7 ± 2.9",""
"ECOAH8","3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)","R07760","reversible","0.7 ± 2.9",""
"HACD1","3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)","R01975","reversible","-18.0 ± 2.4",""
"HACD2","3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)","R04748","reversible","-24.7 ± 2.9",""
"HACD3","3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)","R04745","reversible","-20.6 ± 1.9",""
"HACD4","3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)","R04743","reversible","-20.6 ± 1.9",""
"HACD5","3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)","R04741","reversible","-20.6 ± 1.9",""
"HACD6","3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)","R04739","reversible","-20.6 ± 1.9",""
"HACD7","3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)","R04737","reversible","-20.6 ± 1.9",""
"HACD8","3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)","","reversible","",""
"IBCOATA","Isobutiryl-CoA-ACP transacylase","","reversible","",""
"IVCOATA","Isovaleryl-CoA-ACP transacylase","","reversible","",""
"KAS14","beta-ketoacyl-ACP synthase","R04355","forward only","",""
"KAS15","beta-ketoacyl-ACP synthase (2)","R10707","forward only","",""
"MACPD","Malonyl-ACP decarboxylase","R09482","forward only","",""
"MCOATA","Malonyl-CoA-ACP transacylase","R01626","reversible","",""
"PCOATA","Propionyl-CoA-ACP transacylase","","reversible","",""
"AHCi","adenosylhomocysteinase","R00192","reversible","17.6 ± 5.8",""
"AHSERL2","O-acetylhomoserine (thiol)-lyase","R01287","reversible","-65.2 ± 10.7","forward only"
"CYSTL","cystathionine b-lyase","R01286","forward only","-33.0 ± 8.7",""
"HCYSMT","homocysteine S-methyltransferase","R00650","forward only","",""
"HSST","homoserine O-succinyltransferase","R01777","forward only","-24.2 ± 10.7","reversible "
"METAT","methionine adenosyltransferase","R00177","forward only","",""
"METB1","cystathionine gamma-synthase","R03217","reversible","-69.2 ± 10.2","forward only"
"METOX1s","methionine oxidation (spontaneous)","","forward only","",""
"METOX2s","methionine oxidation 2 (spontaneous)","","forward only","",""
"METS","methionine synthase","R00946","forward only","-10.1 ± 10.2","reversible "
"METSOXR1","L-methionine-S-oxide reductase","R02025","forward only","",""
"METSOXR2","L-methionine-R-sulfoxide reductase","R07608","forward only","",""
"MHPGLUT","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase","R04405","forward only","-72.6 ± 12.6",""
"MTAP","5-methylthioadenosine phosphorylase","R01402","forward only","11.4 ± 5.8","reversible "
"MTRI","5-methylthioribose-1-phosphate isomerase","R04420","reversible","-7.2 ± 9.3",""
"SHSL1","O-succinylhomoserine lyase (L-cysteine)","R03260","forward only","-60.2 ± 10.8",""
"SHSL2","O-succinylhomoserine lyase (H2S)","R01288","forward only","-56.2 ± 11.3",""
"SHSL4r","O-succinylhomoserine lyase (elimination)","R00999","forward only","-92.3 ± 9.2",""
"SPMS","spermidine synthase","R01920","forward only","",""
"SPRMS","spermine synthase","R02869","forward only","",""
"MCTP1A","murein crosslinking transpeptidase 1A:(A2pm->D-ala)","","forward only","",""
"MCTP1B","murein crosslinking transpeptidase 1B:(A2pm->A2pm)","","forward only","",""
"MCTP2A","murein crosslinking transpeptidase 1A:(A2pm->D-ala)","","forward only","",""
"MDDCP1","murein D,D-carboxypeptidase (murein5px4p)","","forward only","",""
"MDDCP2","murein D,D-carboxypeptidase (murein5px4px4p)","","forward only","",""
"MDDCP3","murein D,D-carboxypeptidase (murein5p5p)","","forward only","",""
"MDDCP4","murein D,D-carboxypeptidase (murein5p4p)","","forward only","",""
"MDDCP5","murein D,D-carboxypeptidase (murein5p3p)","","forward only","",""
"MPTG","murein polymerizing transglycosylase","","forward only","",""
"MPTG2","murein polymerizing transglycosylase 2 (three linked units)","","forward only","",""
"4PCP","tetrapeptide L,D-carboxypeptidase","","forward only","",""
"ACGAMK","N-acetylglucosamine kinase","R01201","forward only","-11.4 ± 5.0","reversible "
"AGM4PCP","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase","","forward only","",""
"AM4PCP","anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase","","forward only","",""
"ANHMK","1,6-anhydrous-N-Acetylmuramate kinase","","forward only","",""
"LADGMDH","L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase","","forward only","",""
"MDDEP1","murein D,D-endopeptidase (murein4px4p)","","forward only","",""
"MDDEP2","murein D,D-endopeptidase (murein3px4p)","","forward only","",""
"MDDEP3","murein D,D-endopeptidase (murein5px4p)","","forward only","",""
"MDDEP4","murein D,D-endopeptidase (murein4px4px4p)","","forward only","",""
"UM4PCP","UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase","","forward only","",""
"ATAH","allantoicase","R02422","forward only","-15.6 ± 5.8","reversible "
"ALLTN","allantoinase","R02425","forward only","-53.7 ± 18.5",""
"NO3R2","Nitrate reductase (menaquinol-9)","","forward only","",""
"NODOx","nitric oxide dioxygenase","R05724","forward only","-454.3 ± 20.1",""
"NODOy","nitric oxide dioxygenase","R05725","forward only","-455.3 ± 20.1",""
"UGLYCH","Ureidoglycolate hydrolase","R00469","forward only","-76.2 ± 9.6",""
"23PDE2e","2,3-cyclic-nucleotide phosphodiesterase (UMP)","R03538","forward only","",""
"23PDE4e","2,3-cyclic-nucleotide phosphodiesterase (CMP)","R03929","forward only","",""
"23PDE7e","2,3-cyclic-nucleotide phosphodiesterase (AMP)","R03537","forward only","",""
"23PDE9e","2,3-cyclic-nucleotide phosphodiesterase (GMP)","R05135","forward only","",""
"3NTD2e","3-nucleotidase (UMP)","R01877","forward only","",""
"3NTD4e","3-nucleotidase (CMP)","R02370","forward only","",""
"3NTD7e","3-nucleotidase (AMP)","R01562","forward only","",""
"3NTD9e","3-nucleotidase (GMP)","R02148","forward only","-23.0 ± 6.7","reversible "
"ADA","Adenosine deaminase","R01560","forward only","-40.1 ± 1.4",""
"ADK1","adenylate kinase","R00127","reversible","-2.6 ± 0.3",""
"ADK2","adenylate kinase (Inorganic triphosphate, irreversible)","","forward only","",""
"ADK3","adentylate kinase (GTP, irreversible)","","forward only","",""
"ADK4","adentylate kinase (ITP, irreversible)","","forward only","",""
"ADNCYC","adenylate cyclase","R00089","forward only","-10.1 ± 2.0","reversible "
"ADNK1","adenosine kinase","R00185","forward only","-12.2 ± 2.8","reversible "
"ADPRDP","ADPribose diphosphatase","R01054","forward only","-39.3 ± 7.3",""
"ADPT","adenine phosphoribosyltransferase","R00190","forward only","-17.2 ± 2.6","reversible "
"ATPHs","ATP amine hydrolysis (spontaneous)","R00088","forward only","-74.9 ± 7.0",""
"CSND","Cytosine deaminase","R00974","forward only","-47.0 ± 8.2",""
"CYTD","cytidine deaminase","R01878","forward only","-32.9 ± 2.2",""
"CYTK1","cytidylate kinase (CMP)","R00512","reversible","-3.2 ± 5.8",""
"CYTK2","cytidylate kinase (dCMP)","R01665","reversible","-3.1 ± 5.8",""
"DADA","Deoxyadenosine deaminase","R02556","forward only","-37.7 ± 6.6",""
"DADK","deoxyadenylate kinase","R01547","reversible","-0.4 ± 2.9",""
"DATPHs","dATP amine hydrolysis (spontaneous)","","forward only","",""
"DCTPD","dCTP deaminase","R02325","forward only","-41.9 ± 3.8",""
"DCTPD2","dCTP deaminase","R00568","forward only","-42.1 ± 4.8",""
"DCYTD","deoxycytidine deaminase","R02485","forward only","-39.7 ± 3.8",""
"DGK1","deoxyguanylate kinase (dGMP:ATP)","R02090","reversible","0.1 ± 5.8",""
"DTMPK","dTMP kinase","R02094","reversible","-3.1 ± 5.8",""
"DURIK1","deoxyuridine kinase (ATP:Deoxyuridine)","R02099","forward only","-12.8 ± 2.4","reversible "
"DURIPP","deoxyuridine phosphorylase","R02484","reversible","2.3 ± 9.9",""
"DUTPDP","dUTP diphosphatase","R02100","forward only","-55.4 ± 4.9",""
"GK1i","guanylate kinase (GMP:ATP, irreversible)","R00332","forward only","-3.4 ± 2.4","reversible "
"GK2i","guanylate kinase (GMP:dATP, irreversible)","","forward only","",""
"GTPHs","GTP amine hydrolysis (spontaneous)","","forward only","",""
"GUACYC","guanylate cyclase","R00434","forward only","",""
"GUAPRT","guanine phosphoribosyltransferase","R01229","forward only","28.6 ± 4.4","reversible "
"HXAND","hypoxanthine dehydrogenase","R01768","forward only","17.3 ± 7.5","reversible "
"HXPRT","hypoxanthine phosphoribosyltransferase (Hypoxanthine)","R01132","forward only","26.7 ± 3.1","reversible "
"INSH","Inosine hydrolase","R01770","forward only","-21.0 ± 3.5","reversible "
"NDPK1","nucleoside-diphosphate kinase (ATP:GDP)","R00330","reversible","-2.5 ± 2.6",""
"NDPK2","nucleoside-diphosphate kinase (ATP:UDP)","R00156","reversible","-2.3 ± 2.5 ",""
"NDPK3","nucleoside-diphosphate kinase (ATP:CDP)","R00570","reversible","-0.5 ± 4.6",""
"NDPK4","nucleoside-diphosphate kinase (ATP:dTDP)","R02093","reversible","2.9 ± 5.1",""
"NDPK5","nucleoside-diphosphate kinase (ATP:dGDP)","R01857","reversible","",""
"NDPK6","nucleoside-diphosphate kinase (ATP:dUDP)","R02331","reversible","1.8 ± 2.5",""
"NDPK7","nucleoside-diphosphate kinase (ATP:dCDP)","R02326","reversible","4.3 ± 9.9 ",""
"NDPK8","nucleoside-diphosphate kinase (ATP:dADP)","R01137","reversible","3.1 ± 2.9",""
"NDPK9","nucleoside-diphosphate kinase (ATP:IDP)","R00722","reversible","3.7 ± 2.9",""
"NNATr","nicotinate-nucleotide adenylyltransferase","R03005","forward only","-21.6 ± 12.0","reversible "
"NTD10e","5-nucleotidase (XMP)","R02719","forward only","-29.2 ± 7.0",""
"NTD11e","5-nucleotidase (IMP)","R01126","forward only","-22.7 ± 3.7","reversible "
"NTD12e","5-nucleotidase (dIMP)","","forward only","",""
"NTD1e","5-nucleotidase (dUMP)","R02102","forward only","-30.7 ± 2.4",""
"NTD2e","5-nucleotidase (UMP)","R00963","forward only","-27.1 ± 8.2","reversible "
"NTD3e","5-nucleotidase (dCMP)","R01664","forward only","-33.1 ± 9.1",""
"NTD4e","5-nucleotidase (CMP)","R00511","forward only","-32.5 ± 5.4",""
"NTD5e","5-nucleotidase (dTMP)","R01569","forward only","-28.9 ± 5.8","reversible "
"NTD6e","5-nucleotidase (dAMP)","R02088","forward only","-33.9 ± 5.0",""
"NTD7e","5-nucleotidase (AMP)","R00183","forward only","-31.3 ± 2.8",""
"NTD8e","5-nucleotidase (dGMP)","R01968","forward only","",""
"NTD9e","5-nucleotidase (GMP)","R01227","forward only","-23.0 ± 6.7","reversible "
"NTP1","nucleoside-triphosphatase (ATP)","R00086","forward only","-43.5 ± 0.6",""
"NTP10","nucleoside-triphosphatase (ITP)","R00719","forward only","-47.2 ± 2.9",""
"NTP3","nucleoside-triphosphatase (GTP)","R00335","forward only","-41.0 ± 2.7",""
"NTP5","nucleoside-triphosphatase (CTP)","R00569","forward only","-43.0 ± 4.5",""
"NTPP1","Nucleoside triphosphate pyrophosphorylase (dgtp)","R01855","forward only","",""
"NTPP10","Nucleoside triphosphate pyrophosphorylase (ditp)","R03531","forward only","-56.8 ± 4.9",""
"NTPP11","Nucleoside triphosphate pyrophosphorylase (xtp)","R02720","forward only","-56.8 ± 4.9",""
"NTPP2","Nucleoside triphosphate pyrophosphorylase (gtp)","R00426","forward only","",""
"NTPP3","Nucleoside triphosphate pyrophosphorylase (dctp)","R01668","forward only","-55.3 ± 9.9",""
"NTPP4","Nucleoside triphosphate pyrophosphorylase (ctp)","R00515","forward only","-50.4 ± 4.6",""
"NTPP5","Nucleoside triphosphate pyrophosphorylase (datp)","","forward only","",""
"NTPP6","Nucleoside triphosphate pyrophosphorylase (atp)","R00087","forward only","-51.6 ± 1.1",""
"NTPP7","Nucleoside triphosphate pyrophosphorylase (dttp)","R11323","forward only","-53.9 ± 5.1",""
"NTPP8","Nucleoside triphosphate pyrophosphorylase (utp)","R00662","forward only","-46.6 ± 7.6",""
"NTPP9","Nucleoside triphosphate pyrophosphorylase (itp)","R00720","forward only","-25.3 ± 5.8","reversible "
"NTPTP1","Nucleoside triphosphate tripolyhydrolase","R01856","forward only","",""
"NTPTP2","Nucleoside triphosphate tripolyhydrolase","","forward only","",""
"PDE1","3,5-cyclic-nucleotide phosphodiesterase","R00191","forward only","-41.5 ± 2.2",""
"PDE4","3,5-cyclic-nucleotide phosphodiesterase","R01234","forward only","",""
"PUNP1","purine-nucleoside phosphorylase (Adenosine)","R01561","reversible","-48.9 ± 6.3","forward only"
"PUNP2","purine-nucleoside phosphorylase (Deoxyadenosine)","R02557","reversible","11.3 ± 6.7",""
"PUNP3","purine-nucleoside phosphorylase (Guanosine)","R02147","reversible","-45.8 ± 7.4","forward only"
"PUNP4","purine-nucleoside phosphorylase (Deoxyguanosine)","R01969","reversible","",""
"PUNP5","purine-nucleoside phosphorylase (Inosine)","R01863","reversible","-47.9 ± 6.2","forward only"
"PUNP6","purine-nucleoside phosphorylase (Deoxyinosine)","R02748","reversible","9.8 ± 3.3",""
"PUNP7","purine-nucleoside phosphorylase (Xanthosine)","R02297","reversible","-46.2 ± 8.5","forward only"
"RNDR1","ribonucleoside-diphosphate reductase (ADP)","R02017","forward only","44.3 ± 7.1","revers only"
"RNDR5","ribonucleoside-diphosphate reductase (ADP) (mycothiol)","","forward only","",""
"RNDR2","ribonucleoside-diphosphate reductase (GDP)","R02019","forward only","38.3 ± 5.8","revers only"
"RNDR6","ribonucleoside-diphosphate reductase (GDP) (mycothiol)","","forward only","",""
"RNDR3","ribonucleoside-diphosphate reductase (CDP)","R02024","forward only","40.3 ± 5.7","revers only"
"RNDR7","ribonucleoside-diphosphate reductase (CDP) (mycothiol)","","forward only","",""
"RNDR4","ribonucleoside-diphosphate reductase (UDP)","R02018","forward only","  39.5 ± 9.7","revers only"
"RNDR8","ribonucleoside-diphosphate reductase (UDP) (mycothiol)","","forward only","",""
"TMDK1","thymidine kinase (ATP:thymidine)","R01567","forward only","-14.7 ± 5.8","reversible "
"TMDPP","thymidine phosphorylase","R01570","reversible","4.4 ± 8.9",""
"TMDSf","thymidylate synthase (Flavin-dependent)","","forward only","",""
"UMPK","UMP kinase","R00158","reversible","-5.1 ± 6.3",""
"UPPRT","uracil phosphoribosyltransferase","R00966","forward only","13.7 ± 8.6","reversible "
"XAND","xanthine dehydrogenase","R02103","forward only","-21.8 ± 9.0","reversible "
"XTSNH","Xanthosine hydrolase","R02143","forward only","-19.3 ± 6.8","reversible "
"ATPS4r","ATP synthase (four protons for one ATP)","R00086","reversible","-43.5 ± 0.6","revers only"
"CYO2a","cytochrome bc1c complex (reductase, menaquinol: 2 protons)","","forward only","",""
"CYO2b","cytochrome aa3 oxidase (2 protons)","R00081","forward only","",""
"CYTBD2","cytochrome oxidase bd (menaquinol-9: 2 protons)","R09492","forward only","-362.6 ± 13.3",""
"FRD8","fumarate reductase (menaquione-9)","","forward only","",""
"G3PD6","glycerol-3-phosphate dehydrogenase (menaquinone-9)","","forward only","",""
"L_LACD4","L-Lactate dehydrogenase (menaquinone)","","forward only","",""
"NADH10b","NADH dehydrogenase (menaquinone-9 & 0 protons)","R02964","forward only","-48.6 ± 5.9",""
"NADH17b","NADH dehydrogenase (menaquinone-9 & 3 protons)","R02163","forward only","84.7 ± 5.9","forward only"
"NADTRHD","NAD transhydrogenase","R00112","forward only","-1.0 ± 0.7","reversible "
"NTRIR2x","nitrite Reductase (NADH)","R00787","forward only","395.5 ± 7.4","forward only"
"POX3","pyruvate oxidase","","forward only","",""
"PPK2r","polyphosphate kinase","","reversible","",""
"QMO3","quinol monooxygenase (menaquinol 9)","","forward only","",""
"SUCD3","succinate dehydrogenase (menaquione-9)","","forward only","",""
"THD2","NAD(P) transhydrogenase","R00112","forward only","-1.0 ± 0.7","reversible "
"TRDR","thioredoxin reductase (NADPH)","R02016","forward only","12.2 ± 2.9","reversible "
"EDA","2-dehydro-3-deoxy-phosphogluconate aldolase","R05605","forward only","-1.6 ± 4.1","reversible "
"FBA3","Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","R01829","reversible","-4.8 ± 5.6",""
"G1Dx","glucose 1-dehydrogenase","R00300","forward only","-3.4 ± 2.2","reversible "
"G6PDH2r","glucose 6-phosphate dehydrogenase","R00835","forward only","-2.3 ± 2.6","reversible "
"GLC15LACH","gluconolactonase","R01519","reversible","-28.0 ± 6.5",""
"GND","phosphogluconate dehydrogenase (NADP)","R01528","reversible","-5.9 ± 6.3",""
"GND2","phosphogluconate dehydrogenase (NAD)","R10221","forward only","-6.9 ± 6.3","reversible "
"PFK_3","phosphofructokinase (s7p)","R01843","forward only","-8.2 ± 5.7","reversible "
"PGL","6-phosphogluconolactonase","R02035","forward only","-20.9 ± 3.3","reversible "
"DX5PGLYCPL","phosphoketolase","R01621","forward only","-59.8 ± 3.1",""
"RPE","ribulose 5-phosphate 3-epimerase","R01529","reversible","-3.4 ± 2.3",""
"RPI","ribose-5-phosphate isomerase","R01056","reversible","1.9 ± 1.5",""
"TALA","transaldolase","R08575","reversible","-0.7 ± 2.8",""
"TKT1","transketolase","R01641","reversible","3.8 ± 3.8",""
"TKT2","transketolase","R01067","reversible","10.0 ± 3.8",""
"MME","methylmalonyl-CoA epimerase","R02765","reversible","  0.0 ± 5.8",""
"MMM","methylmalonyl-CoA mutase","R00833","reversible","-7.6 ± 4.1",""
"MMSAD3","methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde)","R00705","forward only","-24.5 ± 10.4","reversible "
"MMTSAO","methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde)","R00935","forward only","-28.6 ± 8.5","reversible "
"MMSAD5","methylmalonate-semialdehyde dehydrogenase (methymalonate semialdehyde, non-decarboxylating)","R03381","forward only","8.1 ± 6.6 ","reversible "
"PPCOAC","propionyl-CoA carboxylase","R01859","forward only","-3.6 ± 11.8","reversible "
"ADSL1r","adenylsuccinate lyase","R01083","reversible","-7.0 ± 2.7",""
"ADSL2r","adenylosuccinate lyase","R04559","reversible","",""
"ADSS","adenylosuccinate synthase","R01135","forward only","11.5 ± 4.2",""
"AICART","phosphoribosylaminoimidazolecarboxamide formyltransferase","R04560","reversible","6.0 ± 5.8",""
"AIRCr","phosphoribosylaminoimidazole carboxylase","R04209","reversible","-14.3 ± 8.5",""
"ASPCT","aspartate carbamoyltransferase","R01397","forward only","-21.3 ± 5.8","reversible "
"CTPS1","CTP synthase (NH3)","R00571","forward only","-1.4 ± 4.8","reversible "
"CTPS2","CTP synthase (glutamine)","R00573","forward only","-29.9 ± 5.1","reversible "
"DHORD5","dihydroorotic acid (menaquinone-9)","","forward only","",""
"DHORTS","dihydroorotase","R01993","reversible","-3.6 ± 3.3",""
"GARFT","phosphoribosylglycinamide formyltransferase","R04325","reversible","5.2 ± 10.7",""
"GLUPRT","glutamine phosphoribosyldiphosphate amidotransferase","R01072","forward only","71.6 ± 5.1","forward only"
"GMPS2","GMP synthase","R01231","forward only","",""
"IMPC","IMP cyclohydrolase","R01127","reversible","18.3 ± 10.7",""
"IMPD","IMP dehydrogenase","R01130","forward only","22.1 ± 7.4","reversible "
"OMPDC","orotidine-5-phosphate decarboxylase","R00965","forward only","",""
"ORPT","orotate phosphoribosyltransferase","R01870","reversible","",""
"PRAGSr","phosphoribosylglycinamide synthase","R04144","reversible","-23.1 ± 4.3",""
"PRAIS","phosphoribosylaminoimidazole synthase","R04208","forward only","",""
"PRASCSi","phosphoribosylaminoimidazolesuccinocarboxamide synthase","R04591","forward only","",""
"PRFGS","phosphoribosylformylglycinamidine synthase","R04463","forward only","",""
"ACKr","acetate kinase","R00315","reversible","13.4 ± 1.1",""
"ACS","acetyl-CoA synthetase","R00235","forward only","-4.5 ± 0.8","reversible "
"ALCD2x","alcohol dehydrogenase (ethanol)","R00754","reversible","21.7 ± 0.6",""
"ALCD2y","alcohol dehydrogenase (ethanol, NADP)","R00746","reversible","22.7 ± 0.9",""
"LDH_D","D-lactate dehydrogenase","R00704","reversible","  24.4 ± 4.1",""
"PC","pyruvate carboxylase","R00344","forward only","-5.9 ± 6.4","reversible "
"PTAr","phosphotransacetylase","R00230","reversible","9.8 ± 1.2",""
"G3PCT","glycerol-3-phosphate cytidylyltransferase","R00856","forward only","2.9 ± 9.4","reversible "
"TAGO","Tag O reaction for initiation of teichoic acid","","forward only","",""
"TECA1S","glycerol teichoic acid synthesis (no sub, n=25)","","forward only","",""
"TECA2S","glycerol techoic acid synthesis (D-ala, n=25)","","forward only","",""
"TECA3S","glycerol teichoic acid synthesis (n=25, glucose sub)","","forward only","",""
"2OXOADOX","2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating)","R01933","forward only","",""
"AOBUTDs","L-2-amino-3-oxobutanoate decarboxylation (spontaneous)","R03758","forward only","  36.9 ± 6.1","forward only"
"APTNAT","5-aminopentanoate:2-oxoglutarate aminotransferase","R02274","reversible","-0.2 ± 3.7",""
"ASAD","aspartate-semialdehyde dehydrogenase","R02291","reversible","2.7 ± 3.3",""
"ASPK","aspartate kinase","R00480","reversible","18.4 ± 5.8",""
"DAPAT","Cadaverine aminotranferase","","forward only","",""
"DAPDC","diaminopimelate decarboxylase","R00451","forward only","-34.4 ± 7.3",""
"DAPE","diaminopimelate epimerase","R02735","reversible","-1.7 ± 5.8",""
"DHDPRy","dihydrodipicolinate reductase (NADPH)","R04199","forward only","1.0 ± 0.7","reversible "
"DHDPS","dihydrodipicolinate synthase","R10147","forward only","-118.0 ± 11.7",""
"ECOAH1","3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)","R03026","reversible","3.8 ± 3.3",""
"GLCOAS","glutaryl-CoA synthetase","R02402","forward only","  -5.0 ± 15.3","reversible "
"GLUTCOADHc","glutaryl-CoA dehydrogenase (citosol)","R02487","forward only","10.5 ± 17.8","reversible "
"HSDy","homoserine dehydrogenase (NADPH)","R01775","reversible","23.9 ± 3.4",""
"HSK","homoserine kinase","R01771","forward only","-31.1 ± 8.8",""
"LYSDC","lysine decarboxylase","R00462","forward only","-42.4 ± 8.6",""
"OXPTNDH","glutarate-semialdehyde:NAD+ oxidoreductase","R02401","reversible","-38.2 ± 2.2","forward only"
"PPRDNDH","Piperideine dehydrogenase","","forward only","",""
"SDPDS","succinyl-diaminopimelate desuccinylase","R02734","forward only","-9.1 ± 7.3","reversible "
"SDPTA","succinyldiaminopimelate transaminase","R04475","reversible","  0.8 ± 5.8",""
"THDPS","tetrahydrodipicolinate succinylase","R04365","forward only","20.2 ± 10.8","reversible "
"THRA2i","L-allo-Threonine Aldolase","R06171","forward only","-19.6 ± 4.3","reversible "
"THRAi","Threonine aldolase","R00751","forward only","-7.2 ± 4.4","reversible "
"THRS","threonine synthase","R01466","forward only","-45.4 ± 5.5",""
"14GLUCANabc","1,4-alpha-D-glucan transport via ABC system","","forward only","",""
"5DGLCNt2r","5-Dehydro-D-gluconate transport via proton symport, reversible","","reversible","",""
"5MTRt2","5-Methylthio-D-ribose transport via proton symport","","forward only","",""
"ABTabc","D-arabinitol transport via ABC system","","forward only","",""
"ABUTt2r","4-aminobutyrate transport in via proton symport","","forward only","",""
"ACALDt","acetaldehyde reversible transport","","reversible","",""
"ACGApts","N-Acetyl-D-glucosamine transport via PEP:Pyr PTS","","forward only","",""
"ACSERt","O-Acetyl-L-serine transport via facilitated transport","","reversible","",""
"ACt4","Na+/Acetate symport","","forward only","",""
"ACTt","actinorhodin transport via facilitated transport","","forward only","",""
"ADEt","adenine transport via proton symport (reversible)","","reversible","",""
"ADNt2","adenosine transport in via proton symport, reversible","","reversible","",""
"AKGt2r","2-oxoglutarate reversible transport via symport","","reversible","",""
"ALAabc","L-alanine transport via ABC system","","forward only","",""
"ALAALAabc","D-alanyl-D-alanine (DalaDala) transport via ABC system","","forward only","",""
"ALAt2r","L-alanine reversible transport via proton symport","","reversible","",""
"ALAt4","L-alanine transport in via sodium symport","","forward only","",""
"ALLTNt2r","allantoin transport in via proton symport","","reversible","",""
"ARBabc","L-arabinose transport via ABC system","","forward only","",""
"ARGabc","L-arginine transport via ABC system","","forward only","",""
"ARGAGMt7","Arginine/agmatine antiport","","reversible","",""
"ARGt3","L-arginine transport out via proton antiport","","forward only","",""
"ASNt2r","L-asparagine reversible transport via proton symport","","reversible","",""
"ASO3t8","arsenite efflux via ATP hydrolysis","","forward only","",""
"ASPabc","L-aspartate transport via ABC system","","forward only","",""
"ASPt2r","L-aspartate transport in via proton symport","","forward only","",""
"ASPt2_2","Aspartate transport via proton symport (2 H)","","forward only","",""
"BALAt2","beta-alanine transport in via proton symport","","forward only","",""
"BHBt","(R)-3-Hydroxybutanoate transport via proton symport","","reversible","",""
"BTNt2i","Biotin transport via proton symport","","forward only","",""
"CADVt","Lysine/Cadaverine antiporter","","forward only","",""
"CBIabc","Cobinamide transport via ABC system (uptake)","","forward only","",""
"CBL1abc","Cob(1)alamin transport via ABC system","","forward only","",""
"CDAabc","calcium-dependent antibiotics 2b transport via ABC system","","forward only","",""
"CELLBabc","cellobiose transport via ABC system","","forward only","",""
"CHLabc","choline transport via ABC system","","forward only","",""
"CHLt2","choline transport via proton symport","","forward only","",""
"CHTBSabc","chitobiose transport via ABC system","","forward only","",""
"CITt3","citrate transport out via proton antiport","","forward only","",""
"CITt7","Citrate transport via succinate antiport","","forward only","",""
"CO2t","CO2 transporter via diffusion","","reversible","",""
